PERMNO,QNO,MOM_RANK,FRET1
50200,17.0,6,0.0377004351608127
50200,18.0,8,0.1430821812753284
50200,19.0,8,0.1007287213645329
50200,20.0,8,0.1886931213825986
50200,21.0,8,0.0369044864876855
50200,22.0,7,-0.087341141013676
50200,23.0,5,0.096500179741376
50200,24.0,3,0.2845649284249514
50200,25.0,4,0.0525107555402832
50200,26.0,4,-0.154345602871012
50200,27.0,4,-0.0392754457453501
50200,28.0,4,0.2186384011767472
50200,29.0,3,-0.0754820648535408
50200,30.0,3,-0.035983647048478
50200,31.0,2,-0.124977288100011
50200,32.0,4,0.1480446977290666
50200,33.0,4,0.0456510764501987
50200,34.0,5,0.0150739269586106
50200,35.0,7,-0.0378560872402621
50200,36.0,4,0.1297838948668104
50200,37.0,5,0.0706478602105014
50200,38.0,5,0.2079227364299365
50200,39.0,6,-0.0806693684991219
50200,40.0,6,-0.0209819805659701
50200,41.0,5,0.0354275441464633
50200,42.0,6,-0.1162675016349999
50200,43.0,5,0.1918864778601965
50200,44.0,7,0.2357329588015762
50200,45.0,7,-0.0184813927550406
50200,46.0,7,0.1568008005170191
50200,47.0,6,0.0241378365060973
50200,48.0,5,0.0150172436756883
50200,49.0,4,0.06166467370514
50200,50.0,6,-0.02215612370028
50200,51.0,4,0.1507675274300297
50200,52.0,5,0.089278421074499
50200,53.0,6,-0.0608051550745984
50200,54.0,3,0.1469930966835597
50200,55.0,5,-0.1357739123544528
50200,56.0,3,-0.0433536915586665
50200,57.0,2,0.0527923401334136
50200,58.0,4,-0.0180695915383373
50200,59.0,2,0.0101151499665412
50200,60.0,4,0.1112288516645494
50200,61.0,6,0.0158166105719408
50200,62.0,4,0.2172199994771915
50200,63.0,6,0.0693567930228695
50200,64.0,6,-0.0142847167201162
50200,65.0,5,-0.0141375155339411
50200,66.0,5,0.1413212626455964
50200,67.0,5,0.1490244853284119
50200,68.0,6,-0.0290593393910202
50200,69.0,6,0.0769847487544004
50200,70.0,6,0.2434542593382667
50200,71.0,6,0.1331742435625242
50200,72.0,6,0.051241111426644
50200,73.0,6,0.0017904493848632
50200,74.0,7,0.015618501285797
50200,75.0,8,0.0314160243047665
50200,76.0,6,-0.0661317267469675
50200,77.0,7,0.0597399436056438
50200,78.0,6,-0.0747491154390135
50200,79.0,3,-0.1291038642640999
50200,80.0,2,0.0029484679166387
50200,81.0,2,-0.1907669360235083
50200,82.0,1,0.055870883393148
50200,83.0,1,0.037647093562166
50201,10.0,6,-0.1803277377049601
50227,4.0,9,0.0555365503404698
50227,5.0,8,-0.2216898064193931
50227,6.0,6,-0.1925874785801141
50227,7.0,4,0.2894045605978534
50227,8.0,2,-0.1492442087418823
50227,9.0,2,-0.0084060417743387
50227,10.0,4,-0.0279269841001077
50227,11.0,3,0.247746698176418
50227,12.0,2,0.420196657327256
50227,13.0,5,0.1526756045694492
50227,14.0,5,0.138123762293328
50227,15.0,8,0.021103507273904
50227,16.0,8,-0.0987798990284134
50227,17.0,6,-0.0873243593193443
50227,18.0,5,0.208273074165056
50227,19.0,5,-0.023255873584
50227,20.0,4,0.1271280741487772
50227,21.0,5,0.191924294125678
50227,22.0,7,0.0097450157582641
50227,23.0,6,0.095409180355904
50227,24.0,6,0.1065930356638846
50227,25.0,5,-0.1460901286236882
50227,26.0,2,-0.1189967027204557
50227,27.0,1,-0.0358745483486655
50227,28.0,1,0.2840375988113222
50227,29.0,2,0.2265195353219999
50227,30.0,7,-0.0482100642407336
50227,31.0,6,-0.1905121191566205
50227,32.0,7,0.0944059421810181
50227,33.0,7,0.0380679010335498
50227,34.0,3,0.0203205660749148
50227,35.0,5,0.1204221411342834
50227,36.0,6,-0.000989221496
50227,37.0,5,0.0860336840825433
50227,38.0,6,0.1791672519080374
50227,39.0,7,0.1357146934763851
50227,40.0,7,0.1841268667822468
50227,41.0,9,0.0283783812473035
50227,42.0,8,-0.2582784322084313
50227,43.0,7,0.0375000793246247
50227,44.0,5,0.0278264027715631
50227,45.0,2,-0.0068373479059901
50227,46.0,1,0.2191310875827221
50227,47.0,4,0.1741015980815445
50227,48.0,5,0.0166659010649563
50227,49.0,6,-0.0782868150112729
50227,50.0,6,0.04481597660881
50227,51.0,4,0.1303222599060678
50227,52.0,3,0.1879318455031762
50227,53.0,6,0.0496353891784633
50227,54.0,6,0.005580745513527
50227,55.0,6,0.0848480542688601
50227,56.0,6,0.0332614900612719
50227,57.0,6,-0.0978995238409305
50227,58.0,4,-0.0531676631102618
50227,59.0,3,-0.0363953819275375
50227,60.0,2,0.2374023932296103
50227,61.0,3,0.0746834006100971
50227,62.0,5,0.148718275328
50227,63.0,7,0.0799997281007134
50227,64.0,7,0.061537711763735
50227,65.0,6,-0.0160612097782588
50227,66.0,5,0.0469859929794722
50227,67.0,5,0.027259304654007
50227,68.0,4,-0.1397971443388392
50227,69.0,2,0.2185808140536427
50227,70.0,4,0.0784424875459761
50227,71.0,3,-0.0350585752333324
50227,72.0,3,0.1222596275324987
50227,73.0,4,-0.0530045332424309
50227,74.0,3,-0.0109740065496151
50227,75.0,6,0.0657352875914671
50227,76.0,6,-0.036642399816606
50227,77.0,6,-0.0533848022733051
50227,78.0,5,-0.1090321202016251
50227,79.0,2,-0.1138178541005232
50227,80.0,1,-0.0569072516364432
50227,81.0,1,0.0135159794440913
50227,82.0,2,-0.0547142773178751
50227,83.0,2,0.3186080850654607
50243,12.0,8,0.1521746223359998
50243,13.0,6,0.4150944016846696
50243,14.0,9,-0.134667262564
50243,15.0,8,0.4067793355030142
50243,16.0,8,-0.2530129509595553
50243,17.0,7,-0.04032221952208
50243,18.0,4,0.1092431604277892
50243,19.0,6,0.1833337478236125
50243,20.0,4,-0.0563391758392114
50243,21.0,5,0.3298504079590272
50243,22.0,7,0.1111109865631998
50243,23.0,8,0.0666678784376835
50243,24.0,6,-0.0416667005209374
50243,25.0,6,-0.115218136637728
50243,26.0,1,-0.0540543293301282
50243,27.0,1,-0.071428826294
50243,28.0,1,0.1692311555509
50243,29.0,2,-0.0736840722320253
50243,30.0,3,-0.2187506510415312
50243,31.0,0,-0.0800003789188799
50243,32.0,2,-0.065217625
50243,46.0,9,0.4000004384615001
50243,47.0,9,-0.36507913650792
50243,48.0,8,0.1250001406250001
50243,51.0,1,0.02222212471776
50243,52.0,4,-0.0217389800512
50243,68.0,6,0.0337079419474999
50243,69.0,8,0.0326086470588209
50243,70.0,6,0.5578942499999999
50243,71.0,9,-4.157248086888999e-07
50243,72.0,7,0.0675664615639786
50243,73.0,7,0.1075949770216118
50243,74.0,8,-0.280000675263
50243,75.0,4,-0.111111026984125
50243,76.0,2,-0.2232141421429
50243,79.0,1,-0.18999991428576
50243,80.0,1,0.0123453989103601
50278,4.0,7,-0.0452173281207117
50278,5.0,5,0.0440360701511943
50278,6.0,4,-0.1795137640130988
50278,7.0,2,0.2319997589794091
50278,8.0,4,-0.1514013754719999
50278,9.0,4,0.0422226381210661
50278,10.0,5,-0.020000352631965
50278,11.0,3,0.3116273994302285
50278,12.0,3,1.0512548825488364
50278,13.0,9,0.2796125169726848
50278,14.0,8,-0.123664001187453
50278,15.0,9,-0.0280706179893551
50278,16.0,9,-0.0400005514695519
50278,17.0,4,-0.168235587094283
50278,18.0,2,0.3499997920454625
50278,19.0,5,-0.1435847997656505
50278,20.0,3,-0.0131871168590544
50278,21.0,2,0.0314612697784988
50278,22.0,3,0.0197801747831249
50278,23.0,1,0.1499997882021999
50278,24.0,3,0.3447613858181295
50278,25.0,7,0.0125002146803749
50278,26.0,6,-0.0888896587299999
50278,27.0,6,0.0585360254459998
50278,28.0,7,0.3040325833015249
50278,29.0,6,-0.0974025454397625
50278,30.0,5,0.185969910919624
50278,31.0,7,-0.4203821991109375
50278,32.0,2,-0.4505495061564638
50278,33.0,0,-0.0999998199999999
50278,45.0,9,-0.0483871823833124
50278,46.0,9,0.2542374716850255
50278,47.0,9,-0.1081082456279999
50278,48.0,8,0.060606349588949
50278,49.0,3,-0.1571432983184648
50278,50.0,2,0.016948379423749
50278,51.0,1,0.1833343498270867
50278,52.0,3,-0.098591439585
50278,53.0,2,-0.2031253125
50278,54.0,1,-0.21568562745085
50278,55.0,0,0.1249999701219499
50278,56.0,0,0.1999996695373134
50278,57.0,1,-0.2222213611935619
50278,58.0,1,0.21428604766232
50278,59.0,7,-0.1568632646643156
50278,60.0,4,0.0697667496290002
50278,61.0,1,7.075099999198642e-07
50278,62.0,4,0.0869573541668669
50278,63.0,2,0.1199998130908399
50278,64.0,4,-0.0357144410119357
50278,65.0,3,0.1666671209595498
50278,66.0,6,0.0476187436602171
50278,67.0,7,0.0909090649293473
50278,68.0,6,0.1111110105174524
50278,69.0,8,0.3125002000000001
50278,70.0,8,0.3047616073502686
50278,71.0,8,-0.0912414170672586
50278,72.0,8,0.0120487691417598
50278,73.0,6,0.0793639837919535
50278,74.0,5,0.0551464506499885
50278,75.0,6,0.3031365705589444
50278,76.0,8,-0.2272733338627153
50278,77.0,8,0.6228379075278709
50278,78.0,9,-0.1641787897815556
50278,79.0,6,-0.1147964309589126
50278,80.0,4,-0.3948120654422578
50278,81.0,1,0.1619057781835498
50278,82.0,0,-0.1311471115609662
50278,83.0,0,0.1084910516603092
50279,54.0,4,-0.17307669003495
50279,72.0,5,0.1132073967853555
50279,73.0,8,-0.2118634884186749
50279,74.0,3,-0.3870967392475
50279,75.0,1,0.2807017168311405
50279,76.0,1,0.1746577201964239
50279,77.0,3,0.2186588077299853
50279,78.0,6,0.0382777362162918
50279,79.0,8,0.0276497013361498
50286,4.0,1,0.1183758560890595
50286,5.0,4,0.1255874920010942
50286,6.0,6,-0.1350303326191352
50286,7.0,5,0.1992715240243496
50286,8.0,7,-0.1238434597959999
50286,9.0,6,-0.0733748747111362
50286,10.0,4,0.1800656176248916
50286,11.0,5,0.4075616614844888
50286,12.0,5,0.16418718572951
50286,13.0,6,0.0531508324731249
50286,14.0,6,0.1055514067201739
50286,15.0,6,-0.0477810228504465
50286,16.0,4,0.0192920543967756
50286,17.0,5,-0.0128219129356249
50286,18.0,7,0.1145029639956507
50286,19.0,6,-0.0017892991012166
50286,20.0,6,0.4376472279832015
50286,21.0,8,0.1426486927444783
50286,22.0,8,-0.0483832736049221
50286,23.0,8,0.1400079156958718
50286,24.0,8,0.1684919377112688
50286,25.0,5,0.0101547379974482
50286,26.0,4,-0.1048861079144201
50286,27.0,4,0.0336529398824523
50286,28.0,4,0.0792068290115863
50286,29.0,3,0.0699929604475326
50286,30.0,5,0.0881448493481584
50286,31.0,5,-0.181016568174
50286,32.0,6,0.1164048096839436
50286,33.0,7,0.0771065545791249
50286,34.0,6,-0.0119307681807017
50286,35.0,5,-0.0296423194025986
50286,36.0,4,-0.0631481749719999
50286,37.0,2,0.2457680096691628
50286,38.0,4,0.0376546565058821
50286,39.0,4,-0.0410892776654807
50286,40.0,4,-0.0881291392356301
50286,41.0,5,-0.0654240810397748
50286,42.0,2,-0.207120701148137
50286,43.0,2,0.2328982218421365
50286,44.0,4,0.1488933835046475
50286,45.0,4,-0.118027429532567
50286,46.0,4,-0.0734926059270612
50286,47.0,2,0.0311698867355434
50286,48.0,1,0.1638645025750105
50286,49.0,2,0.0206535588910679
50286,50.0,4,0.1820440098758842
50286,51.0,7,-0.0407259758513612
50286,52.0,6,-0.0222129662846876
50286,53.0,4,-0.0739848740468331
50286,54.0,2,0.1587161531629999
50286,55.0,2,0.1230642967878314
50286,56.0,4,0.009267772465519
50286,57.0,6,-0.0830125899787335
50286,58.0,6,0.0846401982103437
50286,59.0,6,0.0063770864699999
50286,60.0,5,0.0352512130920821
50286,61.0,4,0.0801821838177954
50286,62.0,5,0.1440216922085226
50286,63.0,5,0.0660514322643006
50286,64.0,5,-0.0764239920595944
50286,65.0,4,0.1240845648997894
50286,66.0,5,-0.0260779816251633
50286,67.0,4,0.0223324567840002
50286,68.0,3,0.0487800662489747
50286,69.0,5,0.0932282591564968
50286,70.0,4,0.0812870159983067
50286,71.0,4,0.0471182590530454
50286,72.0,4,0.1404335957342339
50286,73.0,4,-0.083317872512925
50286,74.0,4,-0.1480420831301171
50286,75.0,5,0.2209637696592499
50286,76.0,6,-0.0743660921748871
50286,77.0,5,0.0571643921187299
50286,78.0,6,-0.0977664269229918
50286,79.0,5,0.1732592867119398
50286,80.0,5,-0.1757071817897715
50286,81.0,3,-0.1011286292960034
50286,82.0,2,0.2456839773310624
50286,83.0,4,0.0387499998178617
50287,47.0,6,0.5749992499999999
50287,48.0,9,0.1825393055304967
50287,49.0,9,-0.4228192150271166
50287,50.0,5,-0.0697668139533999
50308,4.0,9,0.3448280539729909
50308,5.0,9,0.6490378520771252
50308,6.0,9,-0.0787173872190095
50308,7.0,9,0.6139235176922193
50308,8.0,9,-0.2235295115879809
50308,9.0,9,-0.04040440353535
50308,10.0,7,-0.3736839222811954
50308,11.0,1,0.3865547642012985
50308,12.0,0,0.4424244679794376
50308,13.0,1,-0.1176472
50308,14.0,0,0.0380956778151491
50308,15.0,6,-0.1467900879158884
50308,16.0,2,0.043010402348
50308,17.0,1,-0.2371133156598788
50308,18.0,2,0.135135960393838
50308,19.0,2,-0.0595240845250788
50308,20.0,2,0.1518984985980669
50308,21.0,2,0.1318679668520714
50308,22.0,6,-0.116504857566274
50308,23.0,3,0.0109890246799999
50308,24.0,3,0.0434782078705566
50308,25.0,2,-0.1875000173414374
50308,26.0,0,-0.2820516274644888
50308,27.0,0,0.0357143575021186
50308,28.0,0,0.241379889017679
50308,29.0,1,0.1111112438270001
50308,30.0,4,0.3500008708716997
50323,4.0,9,
50323,10.0,8,
50332,4.0,1,0.0329073444290155
50332,5.0,1,0.0209251058020001
50332,6.0,2,0.0786139646870298
50332,7.0,5,0.0023764616179999
50332,8.0,5,0.2850117792091313
50332,9.0,9,-0.2035060727689494
50332,10.0,7,0.0666394762876108
50332,11.0,4,0.0557786109196827
50332,12.0,3,-0.1379751008522681
50332,13.0,0,0.2608474058321823
50332,14.0,1,-0.1988839954881178
50332,15.0,0,-0.029629323265
50332,16.0,0,0.0916031184527514
50332,17.0,4,0.0069932280684801
50332,18.0,4,-0.34722255277775
50332,19.0,1,0.4148936767285642
50332,20.0,5,0.1428564594508228
50332,21.0,3,0.0263156799999999
50332,22.0,2,
50359,18.0,6,0.0198020011542208
50359,19.0,3,0.0776700479473331
50359,20.0,6,0.4774775700771112
50359,21.0,9,0.6646335096240832
50359,22.0,9,-0.1483513906319743
50359,23.0,9,0.4032263039194104
50359,24.0,9,0.5448261190971511
50359,25.0,9,0.2455366914048762
50359,26.0,9,-0.2096771622984062
50359,27.0,9,-2.601134878599254e-07
50359,28.0,8,0.4421781462829843
50359,29.0,7,-0.0849054312086363
50359,30.0,4,0.1958757206263537
50359,31.0,7,-0.5732758820869479
50359,32.0,1,-0.19191919989375
50359,33.0,0,0.0250003249999999
50359,34.0,0,2.651218571347869e-07
50359,35.0,0,0.1341462835364997
50359,36.0,1,0.4516128530144749
50359,37.0,9,-0.0148151183019876
50359,38.0,8,0.9097738290984922
50374,12.0,8,0.1304358234785001
50374,13.0,7,0.6346159380131502
50374,14.0,8,-0.4941177359570332
50374,24.0,5,0.3404264496742808
50374,25.0,6,0.2222222533983984
50374,26.0,8,-0.4415583796618058
50374,27.0,3,0.3720928549280002
50374,28.0,6,0.3050846305381942
50374,29.0,6,-0.0779222346681249
50374,30.0,3,0.1408458023139998
50374,31.0,8,-0.2222217973250534
50374,32.0,6,-0.04761963112
50374,33.0,3,-0.0500005510255999
50374,34.0,2,0.0526312818506822
50374,35.0,2,-0.0499995514367499
50374,36.0,1,5.996800012120218e-08
50374,37.0,2,-0.0087717577994703
50374,38.0,2,-0.1327438670865317
50374,39.0,0,-0.1020400240163668
50374,40.0,0,0.1022729990529998
50374,41.0,2,0.072164501858462
50374,42.0,3,-0.1442312648062523
50374,43.0,6,-0.10112320246098
50374,44.0,5,0.1749994999999999
50374,45.0,3,-0.0638293872339998
50374,46.0,2,0.0113641097955592
50374,47.0,1,-0.0337078100463185
50374,48.0,2,0.4883718068429374
50374,49.0,6,-0.3281246734640312
50374,50.0,2,0.023255670448
50374,51.0,3,0.4545446843138139
50374,52.0,7,
50374,57.0,5,0.2839509006786864
50374,58.0,9,0.182693372827065
50374,59.0,9,-0.2439027330111456
50374,60.0,7,-0.0645155679306629
50374,61.0,4,-0.011494465585
50374,62.0,1,0.0348836267768435
50374,63.0,0,0.2584268838950001
50374,64.0,3,-0.1964277926663403
50374,65.0,2,0.1111117593844497
50374,66.0,4,0.0050001105499997
50374,67.0,4,-0.1044771890969162
50374,68.0,1,-0.0333329530728412
50374,69.0,3,-0.1091949153056388
50374,70.0,1,-0.0903226143152665
50374,71.0,0,-0.2269508834780221
50374,72.0,0,0.1559646718381757
50374,73.0,0,-0.0952387685863717
50374,74.0,1,-0.2456142501754822
50374,77.0,5,-0.0384612604324625
50374,78.0,4,-0.1850006163635199
50374,81.0,4,-0.0192315622356369
50374,82.0,5,-0.1568626338541595
50382,4.0,7,-0.3092786145754844
50382,5.0,0,-1.058080001392625e-07
50382,6.0,0,-0.363368597894784
50382,7.0,0,0.0834676353783092
50382,8.0,0,-0.190588055099903
50382,9.0,0,-0.0848555486587498
50382,10.0,0,0.0004964918632399
50382,11.0,1,0.3583567911685625
50382,12.0,2,0.094117451860306
50382,13.0,3,0.2262011592286907
50382,14.0,4,-0.036601555823104
50382,15.0,5,0.0672850269550611
50382,16.0,5,-0.0088490072063506
50382,17.0,6,0.0276801846104319
50382,18.0,6,0.1359216432459218
50382,19.0,8,0.1020614630953478
50382,20.0,8,0.0866134087167849
50382,21.0,7,0.2400424723386376
50382,22.0,8,-0.0654251833034054
50382,23.0,7,0.1969564156509304
50382,24.0,6,0.0267376294436878
50382,25.0,5,0.0344854726431489
50382,26.0,3,0.0180267648904504
50382,27.0,5,-0.1013652390130683
50382,28.0,3,0.041203694967
50382,29.0,3,0.2493897614500044
50382,30.0,6,-0.1855906581631837
50382,31.0,2,-0.2959321599776315
50382,32.0,2,0.2794780405268184
50382,33.0,5,0.1059200104263207
50382,34.0,2,0.02584508776448
50382,35.0,6,-0.1156462600011718
50382,36.0,5,0.0297958033694742
50382,37.0,3,0.0067690132160924
50382,38.0,2,-0.023459243994628
50382,39.0,1,-0.0477102825960625
50382,40.0,2,-0.3477880632301757
50382,41.0,0,0.2269411263956249
50382,42.0,1,-0.3083849628953126
50382,43.0,1,-0.0606051563146413
50382,44.0,0,0.2903237539467116
50382,45.0,4,0.4000003639999998
50382,46.0,6,-0.2321425112484
50382,47.0,4,-0.2093021476745125
50382,48.0,2,-0.0294110058291876
50382,49.0,1,-0.3484852885034281
50382,50.0,0,0.0232560799999999
50382,51.0,0,-0.0227271977272749
50382,54.0,1,0.0731709387648626
50382,57.0,8,0.0760858959207464
50382,58.0,6,-0.1111111792287014
50382,62.0,5,-0.0169495271073878
50382,63.0,6,4.8163841581683187e-08
50382,64.0,8,-0.1206899657514399
50382,65.0,7,-0.03921584
50382,66.0,1,
50403,13.0,9,0.4416663770269999
50403,14.0,9,-0.190751641876902
50403,15.0,9,-0.1428568005953124
50403,16.0,8,-0.0902237575917499
50403,17.0,2,-0.017335079568
50403,18.0,1,-0.1041673281757061
50403,19.0,1,-0.023256729656519
50403,20.0,2,0.1428573829490151
50403,21.0,2,0.3125003053610875
50403,22.0,5,0.1428570868304512
50403,23.0,8,0.2384936711506207
50403,24.0,9,-0.0449439541
50403,25.0,8,0.0235289999999999
50403,26.0,5,0.0574709695137121
50403,27.0,4,0.041890856677724
50403,28.0,4,0.1052627729986208
50403,29.0,6,0.0285716879119999
50403,30.0,7,0.1944437186026275
50403,31.0,6,-0.2075444783877545
50403,32.0,6,-0.098039397032587
50403,33.0,4,-0.0217389999999999
50403,34.0,3,-0.1222214779883987
50403,35.0,0,-0.0739787706479599
50403,36.0,0,0.1369876044358828
50403,37.0,1,0.1084341857539998
50403,38.0,3,0.065217683058977
50403,39.0,5,-0.2638364469984999
50403,40.0,2,-0.2083336032870816
50403,41.0,0,-0.210526792165
50404,4.0,8,0.0281686881317313
50404,5.0,8,0.652967102925553
50404,6.0,9,-0.0248613965316766
50404,7.0,9,0.5439090130592872
50404,8.0,9,-0.0550454315456475
50404,9.0,9,0.41165095282449
50404,10.0,9,0.0316365881510343
50404,11.0,9,0.5520003545003171
50404,12.0,9,0.2542951338734054
50404,13.0,9,0.0849314382968624
50404,14.0,6,-0.3282823170288582
50404,15.0,3,-0.1353384845769143
50404,16.0,0,-0.4173913415068165
50404,17.0,0,-0.1044779308914359
50404,18.0,0,5.3662857268932385e-08
50404,19.0,0,3.357142999149687e-07
50404,20.0,0,0.1833342861583577
50404,21.0,3,0.2253526045470149
50404,22.0,6,-0.206896336368885
50404,23.0,4,0.3043480443143751
50404,24.0,6,0.0222222119999999
50404,25.0,4,-0.0978257017261863
50404,26.0,1,-0.2891566750740377
50404,27.0,1,-0.1525423192049865
50404,28.0,0,0.08000001909086
50404,29.0,0,0.1111117932367999
50404,30.0,1,0.4000005208333594
50404,31.0,6,-0.1071436954545724
50404,32.0,9,0.1866675599064662
50404,33.0,9,0.2584269410369999
50404,34.0,9,0.4642856190158588
50404,35.0,9,0.1036585067301107
50404,36.0,9,0.265192796230127
50404,37.0,9,0.2620088266299569
50404,38.0,9,0.2456749674025693
50404,39.0,9,-0.0222217721817252
50404,40.0,9,-0.1647733104139536
50404,41.0,7,0.1407930692586982
50404,42.0,6,-0.2477607961487899
50404,43.0,3,-0.367459968373
50404,44.0,0,0.2893076181530492
50404,45.0,1,0.0993034961498053
50404,46.0,0,0.0088894677589217
50404,47.0,1,0.0680004174118467
50404,48.0,5,0.0909089867467345
50404,49.0,5,-0.02499959262
50404,50.0,4,0.0933852185143024
50404,51.0,6,0.1296232311336427
50404,52.0,6,0.1230283606096251
50404,53.0,6,0.2932584046683775
50404,54.0,8,-0.0391306168089999
50404,55.0,7,0.0236723368274025
50404,56.0,7,-0.1725669203616417
50404,57.0,4,-0.0524060085219034
50404,58.0,1,0.1468929937195042
50404,59.0,3,-0.2749334400946495
50404,60.0,0,0.12244918811
50404,61.0,2,0.0679834268301176
50404,62.0,2,0.1846589230980513
50404,63.0,2,0.003335695058209
50404,64.0,6,0.1578948618790296
50404,65.0,6,-0.1521657884573387
50404,66.0,4,3.411718321189028e-07
50404,67.0,3,0.2766548287968313
50404,68.0,5,0.0898662615076659
50404,69.0,5,0.0752618091646448
50404,70.0,7,-0.2326525248348782
50404,71.0,3,0.4582755153849314
50404,72.0,4,0.1562050937537484
50404,73.0,4,0.1747919560741462
50404,74.0,7,
50411,4.0,6,0.0585431698138498
50411,5.0,6,-0.2506683960913183
50412,4.0,4,0.3633935127368328
50412,5.0,4,-0.0805357706161709
50412,6.0,2,-0.2245853457114907
50412,7.0,1,-0.000252802792402
50412,8.0,3,-0.1085353571880686
50412,9.0,1,-0.0290646847896722
50412,10.0,2,0.1116416863772704
50412,11.0,2,-0.0678380707532362
50412,12.0,1,0.1164950631859356
50412,13.0,1,0.1642113388060815
50412,14.0,1,-0.0513635534340068
50412,15.0,0,-0.0845777915274292
50412,16.0,2,-0.0267547612570299
50412,17.0,3,-0.0687669009472
50412,18.0,3,0.0367410092470958
50412,19.0,3,-0.0218695918802803
50412,20.0,3,0.3925918614380002
50412,21.0,6,0.0741718324880749
50412,22.0,7,-0.1552002601142801
50412,23.0,5,-0.0895241757546452
50412,24.0,2,0.0194729883647934
50412,25.0,0,0.1750645766445075
50412,26.0,1,0.0497770155512
50412,27.0,3,-0.0268082937054141
50412,28.0,6,-0.0496707637820312
50412,29.0,5,-0.0293029478103538
50412,30.0,3,-0.048192118738
50412,31.0,1,-0.2911385489832934
50412,32.0,1,0.3571434024725048
50412,33.0,4,0.3947370274250397
50412,34.0,8,-0.2452828731040001
50412,35.0,6,-0.025
50412,36.0,7,-0.0384612595197342
50412,37.0,2,0.0666669729869999
50412,38.0,0,-0.1000006605262
50412,39.0,1,-0.3611113368055938
50412,40.0,0,-0.02173936871571
50412,66.0,7,0.0263640127097264
50412,67.0,7,-0.06311078646
50446,4.0,0,0.1492523800302005
50446,5.0,1,0.2236847478999644
50446,6.0,2,-0.1739131649258131
50446,7.0,5,0.1743995199999999
50446,8.0,7,0.0698844700096297
50446,9.0,8,0.0443473113002452
50446,10.0,7,-0.0096838898983306
50446,11.0,6,0.4748390780322518
50446,12.0,7,-0.0498011780954693
50446,13.0,4,0.1496875000000002
50446,14.0,3,0.2202743032453125
50446,15.0,7,-0.0725427667354057
50446,16.0,4,-0.023558488461199
50446,17.0,7,-0.2015193756805131
50446,18.0,4,0.2336000817689998
50446,19.0,3,-0.0052283187660338
50446,20.0,4,0.3258272757456675
50446,21.0,6,0.1668346866550158
50446,22.0,9,0.052814255854209
50446,23.0,8,0.2280990544197827
50446,24.0,9,-0.0297292037550642
50446,25.0,5,0.1486010634429038
50446,26.0,5,-0.050458513294144
50446,27.0,5,0.0242714906384031
50446,28.0,4,0.6523803893996203
50446,29.0,9,0.1593065461327425
50446,30.0,9,-0.05719967457598
50446,31.0,8,-0.1619146889499998
50446,32.0,9,0.271082153023068
50446,33.0,8,0.1290450823614455
50446,34.0,7,-0.0683932740571
50446,35.0,7,-0.0015378204388705
50446,36.0,6,-0.0734306796331462
50446,37.0,2,-0.0324604138695641
50446,38.0,1,0.1347827387062896
50446,39.0,2,-0.0730773674944769
50446,40.0,2,-0.0010413085256553
50446,41.0,4,0.2502605235336534
50446,42.0,7,-0.2652110075009661
50446,43.0,5,0.1659764577467177
50446,44.0,7,0.1726727121470963
50446,45.0,7,0.0728813149736853
50446,46.0,5,0.207142439714985
50446,47.0,7,-0.0059401583491489
50446,48.0,5,-0.0059996185713999
50446,49.0,5,0.0393939486676018
50446,50.0,5,-0.0351219970363828
50446,51.0,3,-0.0467013503639159
50446,52.0,2,0.00427868164
50446,53.0,2,-0.0652401232776579
50446,54.0,1,-0.17816141584
50446,55.0,0,0.067727401730794
50446,56.0,1,-0.1332448952364165
50446,57.0,0,-0.1393846131456383
50446,58.0,0,0.1881083973783499
50446,59.0,3,-0.0543509973785207
50446,60.0,2,0.153495890694719
50446,61.0,5,-0.0079428138634095
50446,62.0,6,-0.0362586561853659
50446,63.0,2,-0.0303758151579999
50446,64.0,2,-0.0550013242295871
50446,65.0,1,-0.0919998570633663
50446,66.0,0,0.1662971367269412
50446,67.0,2,0.0076791131718081
50446,68.0,2,0.4960008774737598
50446,69.0,8,
50447,5.0,4,0.0598055680780196
50447,11.0,6,
50454,4.0,4,0.0050505045762618
50454,5.0,2,-0.0251252004449545
50454,6.0,4,0.1048510877940425
50454,7.0,7,0.0243903408011103
50454,8.0,5,0.0238093935675198
50454,9.0,7,0.0775189092470001
50454,10.0,8,0.2620162822189549
50454,11.0,7,0.0239997520000001
50454,12.0,6,0.203124199218875
50454,13.0,5,1.0974020891344205
50454,14.0,8,-0.3684211411244612
50454,15.0,4,0.0637262277982122
50454,16.0,7,-0.105989983472702
50454,17.0,7,-0.0859107771980042
50454,18.0,1,
50455,4.0,7,-0.0258741278255645
50455,5.0,6,-0.1776335604306324
50455,6.0,4,-0.1070646806308823
50455,7.0,3,-0.1425694178472684
50455,8.0,0,-0.4052285711696186
50462,4.0,9,0.0097299862452591
50462,5.0,9,-0.0924734051108
50462,6.0,8,-0.2342859828572
50462,7.0,5,0.0606298843333814
50462,8.0,1,-0.082865425505351
50462,9.0,1,-0.0839121575543691
50462,10.0,2,-0.0114170937698098
50462,11.0,2,0.6456477117187884
50462,12.0,5,0.1089672022439287
50462,13.0,5,0.1247308085060505
50462,14.0,6,-0.1196509786768
50462,15.0,6,-0.072432231787743
50462,16.0,1,-0.0570994055027199
50462,17.0,2,-0.0317046613157359
