PERMNO,QNO,PRRET,QRET,TURND,ILLIQ,ex,SIZE,PRC,mea_DTD,VOLATILITY,ILLIQ_RANK,SIZE_RANK,MOM_RANK,ILLIQ_CAT,SIZE_CAT,MOM_CAT,OVERALL_COMBO,OVERALL_DECILE,FRET1
10239,82.0,-0.2648410188790536,-0.1145947977191176,0.8777429256622132,-6.59309685235925e-07,,168389.8125,17.0625,14.78081826634353,0.0359835708783974,14,35,24,14,35,24,24.333333333333332,1,0.1413733453636783
10239,83.0,-0.0379149971013493,0.1413733453636783,1.0173150509737867,-6.836175846702246e-07,,191231.25,19.375,16.7566797568322,0.0226328347911057,14,35,36,14,35,36,28.333333333333332,2,0.2063369858118144
10252,81.0,-0.1010558550490271,-0.0369999925269176,1.4939435047491167,-1.057075884465455e-07,,177439.0,11.9375,16.56756728888599,0.0255234097762876,30,38,30,30,38,30,32.666666666666664,2,-0.0439789249146159
10252,82.0,-0.2578439199438236,-0.0439789249146159,2.257995072362167,-1.0518731765992477e-07,,168149.0,11.3125,24.59663885684189,0.0278442658432708,33,35,25,33,35,25,31.0,2,0.0696130327951685
10252,83.0,-0.0501292659224242,0.0696130327951685,1.430520529083957,-1.3903935969186309e-07,,171024.0,12.0,18.301257442501814,0.0335687702542327,29,33,36,29,33,36,32.666666666666664,2,0.0499994837729973
10258,81.0,5.080009738279063,2.848101508129933,25.20454340634504,-1.7264771743030764e-08,,475798.0,9.5,225.80654606687256,0.1037702907119144,56,59,95,56,59,95,70.0,7,0.11184219875885
10258,82.0,3.970595620501034,0.11184219875885,6.211790313180411,-4.6819459739000725e-08,,529825.5625,10.5625,47.23749192285143,0.0881190011977094,43,58,96,43,58,96,65.66666666666667,7,0.023669513433046
10258,83.0,4.088245303782789,0.023669513433046,7.3302725797951345,-2.4546755477365428e-08,,594536.125,10.8125,73.09329190210497,0.0484570951913389,48,59,97,48,59,97,68.0,7,-0.3641613319407859
10271,81.0,-0.2498131794946266,-0.059205957504,1.5135368275669374,-2.118624741743429e-07,,89300.90625,27.46875,41.85764432100294,0.0115803235107347,23,23,17,23,23,17,21.0,1,0.0297942526822891
10271,82.0,-0.2253897328687242,0.0297942526822891,0.7397882808127487,-3.253357195236309e-07,,90748.0,28.0,20.905784372881172,0.0100151694624511,20,21,28,20,21,28,23.0,1,0.051224402639
