PERMNO,QNO,PRRET,QRET,TURND,ILLIQ,ex,SIZE,PRC,mea_DTD,VOLATILITY,ILLIQ_RANK,SIZE_RANK,MOM_RANK,ILLIQ_CAT,SIZE_CAT,MOM_CAT,OVERALL_COMBO,OVERALL_DECILE,FRET1
11285,83.0,-0.1451027518515922,0.1171170973148785,0.8720108333299704,-1.4902203695085796e-06,,138632.0,15.5,12.4634909404175,0.0299447016267298,7,28,27,7,28,27,20.666666666666668,1,0.045433346994002
11291,81.0,0.1151037444640727,-0.1443575425638401,7.1957676813365445,-7.960032916542802e-09,,414540.0,21.0,159.68678502035925,0.0278149118058926,66,56,48,66,56,48,56.666666666666664,5,0.1710198166815144
11291,82.0,0.056002076214926,0.1710198166815144,3.676447131454348,-1.2128072239254365e-08,,447860.0,24.5,83.13369368682699,0.0198881349089521,61,54,56,61,54,56,57.0,6,-0.0427380961070049
11291,83.0,-0.0988268930296176,-0.0427380961070049,2.532366457376375,-1.8960182672503215e-08,,427411.875,23.375,60.2786910464574,0.0197736627888602,52,52,31,52,52,31,45.0,4,0.2925976305325841
11293,81.0,-0.3356538187540528,-0.2487499758573749,0.9105076324248466,-8.953932654442919e-08,,373793.4375,19.3125,20.4048508682136,0.0314042785321512,32,54,10,32,54,10,32.0,2,0.2673141898019309
11293,82.0,-0.1607113993049708,0.2673141898019309,1.3658036304861814,-4.8905260713148614e-08,,462083.75,24.25,31.238716698193656,0.0301305082377586,42,55,35,42,55,35,44.0,4,-0.1067011556347077
11293,83.0,-0.125503375829809,-0.1067011556347077,0.946194412191812,-5.920553332464105e-08,,401460.0625,21.4375,21.862157052518565,0.0218379620241719,37,51,28,37,51,28,38.666666666666664,3,0.1067058178249975
11306,81.0,1.2500010226385525,-0.0886077240506499,2.642038891078123,-1.0720743742897044e-06,,36099.0,9.0,25.37442873074243,0.0478271611889023,9,8,78,9,8,78,31.666666666666668,2,0.7916672265625
11306,82.0,3.2295104834927404,0.7916672265625,4.447759491144096,-8.552301175708449e-07,,64758.0,16.125,61.52301576479249,0.0672955315281464,12,15,95,12,15,95,40.666666666666664,3,0.0232557553163117
11306,83.0,1.0307704720788946,0.0232557553163117,1.544641736385684,-2.052892832923307e-06,,66462.0,16.5,23.514869560812905,0.0456418644325299,5,14,83,5,14,83,34.0,2,-0.2424236411550072
11308,81.0,-0.2260924449753256,-0.1912873015969227,2.307264509043262,-7.635896978677139e-11,1.0,116050668.8125,46.9375,123.20512925089574,0.0298141824148259,98,99,19,98,99,19,72.0,8,0.2273237454563923
11308,82.0,-0.0621596218769349,0.2273237454563923,2.195288752756041,-8.533171451405933e-11,1.0,142163154.1875,57.4375,113.01103266532871,0.0299920557942001,98,99,46,98,99,46,81.0,9,-0.037301229999574
11308,83.0,0.1563134041465321,-0.037301229999574,1.6739613803794746,-7.202694772405745e-11,1.0,136539884.25,55.125,95.25747746042904,0.0223917815689836,98,99,52,98,99,52,83.0,9,0.1084432007605786
11340,81.0,0.1515329963320251,-0.0596839564588169,7.220935730347105,-4.308914853809795e-10,1.0,4817321.25,59.25,436.2961026250499,0.0160207397395487,94,90,51,94,90,51,78.33333333333333,8,0.1114478314951532
11340,82.0,0.0623032553649969,0.1114478314951532,4.35643820173776,-2.8276257745734087e-10,1.0,5322187.5,65.625,277.27724070474346,0.0073788664199955,95,90,56,95,90,56,80.33333333333333,9,0.0853728969824001
11340,83.0,0.3002984706647433,0.0853728969824001,5.574049393309237,-1.622388911584215e-10,1.0,5646488.0,71.0,387.2860406465069,0.0040887224397041,96,89,61,96,89,61,82.0,9,
11343,81.0,-0.3092709254268403,-0.044256340256353,1.5211361980057128,-7.489843022455814e-07,,112019.375,8.125,11.874524678792191,0.0434711043499883,12,28,12,12,28,12,17.333333333333332,0,-0.0085931694585279
11343,82.0,-0.4255413782103787,-0.0085931694585279,1.369705274129459,-3.9173803999389265e-07,,109912.0,8.0,9.700516965295146,0.046698748274296,19,25,11,19,25,11,18.333333333333332,0,-0.1417590575060781
11343,83.0,-0.3023656906649692,-0.1417590575060781,0.6406076519449988,-1.4474873524941258e-06,,92874.8125,6.8125,4.35646385199051,0.0320622543422466,8,20,15,8,20,15,14.333333333333334,0,0.108780667130601
11347,81.0,3.0447794113437556,0.4453329375822752,21.63184880478325,-1.0206550305315401e-09,,2462441.5,33.875,770.6465092977736,0.0670738425128935,89,84,90,89,84,90,87.66666666666667,9,0.1254608881608039
11347,82.0,1.9901978632577464,0.1254608881608039,14.2143498470842,-1.989062979938016e-09,,2797993.75,38.125,469.82284083299135,0.0832636028005189,83,84,91,83,84,91,86.0,9,-0.5786882327232452
11347,83.0,0.0239045842974487,-0.5786882327232452,19.438286273810835,-1.7416839888202342e-09,,1182473.0625,16.0625,498.2038632052666,0.0677577260120052,81,71,42,81,71,42,64.66666666666667,7,-0.0661479198161907
11348,81.0,-0.2378641626844853,-0.195871986540533,1.574515002662105,-5.638267176849198e-07,,45461.0,13.0,23.68266330829855,0.0296858215509635,14,11,18,14,11,18,14.333333333333334,0,-0.0325437233923929
11348,82.0,-0.335292258963326,-0.0325437233923929,2.118376597930501,-2.1700452936553992e-06,,42700.0,12.5,28.267000352153698,0.0266312117306917,5,8,18,5,8,18,10.333333333333334,0,0.1670037008548159
11348,83.0,-0.1709592890523187,0.1670037008548159,6.412340619307833,-1.0062880203543187e-06,,49532.0,14.5,84.2514836905846,0.020998330002256,10,10,25,10,10,25,15.0,0,0.0195007754950802
11353,81.0,0.8999969429357215,-0.1987959944212164,19.494813700860924,-4.939930785837766e-09,,380654.3125,8.3125,162.69310387466655,0.042877780010553,72,55,74,72,55,74,67.0,7,0.3834585230379248
11353,82.0,0.5793970620234978,0.3834585230379248,12.391223873976465,-6.409941171764223e-09,,521939.0,11.5,114.41335931667216,0.0360269962273627,69,57,76,69,57,76,67.33333333333333,7,-0.2010867522004705
11353,83.0,0.2249991157364608,-0.2010867522004705,8.326032251937843,-9.506102021965062e-09,,414585.9375,9.1875,82.03775362672842,0.0386851159396572,60,51,57,60,51,57,56.0,5,4.3217626677360954e-07
11369,81.0,-0.0046153522217955,-0.0697376789565052,1.7014053659337334,-1.6545231229421138e-08,,924418.0,22.0,34.476740178375714,0.0279232428323694,56,71,39,56,71,39,55.333333333333336,5,-0.1637508041686658
11369,82.0,-0.2868570739929309,-0.1637508041686658,1.22909885533118,-3.4541101942372534e-08,,762256.3125,18.1875,23.92785400156545,0.0372040201979146,47,65,22,47,65,22,44.666666666666664,4,0.0905836646249398
11369,83.0,-0.159540556431099,0.0905836646249398,1.3064439983953062,-2.2590607972622424e-08,,822503.375,19.625,25.159798891581815,0.0224910642234244,50,65,26,50,65,26,47.0,4,0.0935033523271251
11371,81.0,0.9688714378797836,0.1767435307781317,7.209898590025421,-3.3652934235773886e-09,,1509967.25,31.625,203.5254426432179,0.034256757702791,77,78,75,77,78,75,76.66666666666667,8,0.0375495477003122
11371,82.0,0.5217396338998257,0.0375495477003122,14.182864174034156,-1.6933757551870756e-09,,1589076.5625,32.8125,464.4731477137086,0.0329975730837637,84,77,75,84,77,75,78.66666666666667,8,-0.0171432874926464
11371,83.0,0.4373252938339367,-0.0171432874926464,12.015853398882744,-2.4421870819101842e-09,,1535454.75,32.25,363.06732927572415,0.0424670673524335,77,76,68,77,76,68,73.66666666666667,8,0.4437985850642407
11373,81.0,2.4909057063831748,1.399999688235125,4.173032275031135,-1.9575298740347396e-05,,6228.0,6.0,17.782087627196542,0.1082924917103366,0,0,87,0,0,87,29.0,2,0.52083375
11373,82.0,2.0416659512653204,0.52083375,5.568613043336272,-2.6031304486382787e-06,,9389.625,9.125,43.3837889030404,0.0577054788432868,3,0,92,3,0,92,31.666666666666668,2,0.3287677432445435
11378,81.0,0.3082009661794804,0.1170207462517187,3.335820523078912,-3.48153295978683e-08,,254638.125,6.5625,24.360259412254155,0.0319152421376537,45,46,59,45,46,59,50.0,4,0.1903063544444083
11378,82.0,0.3423786131189308,0.1903063544444083,3.0000574979633456,-5.4850215442374276e-08,,300723.25,7.75,20.414413424772867,0.0355753294413304,41,46,70,41,46,70,52.333333333333336,5,-0.1157968555687499
11378,83.0,0.0224779248112128,-0.1157968555687499,2.8092855699082055,-2.7888369090226466e-08,,264372.6875,6.8125,22.20840408205711,0.0286072798511824,46,42,42,46,42,42,43.333333333333336,4,-0.1580321049814546
11381,81.0,3.677084104083858,1.4738311490304792,38.04867404725384,-2.1338320798703006e-09,,1287956.5,112.25,3155.4212763948967,0.081963731322286,82,76,92,82,76,92,83.33333333333333,9,-0.2461018078149957
11381,82.0,5.637271150410674,-0.2461018078149957,40.762376707612155,-4.219652214583028e-09,,980126.75,84.625,2224.324224842142,0.1075892426390536,74,70,97,74,70,97,80.33333333333333,9,-0.7075327477100264
11381,83.0,1.640008960876374,-0.7075327477100264,36.147497874126195,-3.564892684380791e-09,,288832.5,24.75,1818.8442300772065,0.0685127221129937,73,43,89,73,43,89,68.33333333333333,7,-0.3248940923476562
11382,81.0,-0.4423076169071194,-0.0682728556624538,6.7634906728262125,-2.293898197801666e-09,,2085332.0,14.5,89.57262301267227,0.0355246751191124,81,83,5,81,83,5,56.333333333333336,5,-0.2758622227415047
11382,82.0,-0.6363634436037111,-0.2758622227415047,3.672809283099628,-4.0141717588703405e-09,,1483902.0,10.5,42.80901097280296,0.0265502384500831,75,76,2,75,76,2,51.0,5,-0.0595238365190499
11382,83.0,-0.3497940447255575,-0.0595238365190499,5.709034693665754,-3.461815075872125e-09,,1395574.5,9.875,58.73494798258241,0.0305789290729137,73,74,12,73,74,12,53.0,5,0.0126586646058366
11384,81.0,1.2829012155696962,0.0688981149216376,3.393241303240419,-1.3317430272648925e-08,,672297.5625,19.8125,65.91933409674246,0.0340182097667222,59,65,79,59,65,79,67.66666666666667,7,-0.1792309145943424
11384,82.0,0.0365661613319237,-0.1792309145943424,3.897420347521178,-1.1127964853251113e-08,,510569.9375,16.1875,72.85530455751291,0.0299500058408401,62,57,54,62,57,54,57.666666666666664,6,-0.1014538107027984
11384,83.0,-0.1825496721450669,-0.1014538107027984,5.875696738337458,-1.1159103633489596e-08,,458318.4375,14.4375,79.51012401474907,0.0256412196138605,59,53,24,59,53,24,45.333333333333336,4,-0.014871873985423
11389,81.0,-0.2872480490764477,-0.1146221081968529,1.6770879966515717,-6.386961906379784e-08,,230165.0,13.0,22.82768514569001,0.0255837772767938,37,44,13,37,44,13,31.333333333333332,2,0.22461557501338
11389,82.0,-0.3345065747854995,0.22461557501338,1.3634380819635743,-4.4594903986902375e-08,,490250.25,15.75,20.973895764169328,0.0329214980847607,44,56,18,44,56,18,39.333333333333336,3,-0.0719050914635909
11389,83.0,-0.1348834020648799,-0.0719050914635909,1.1591932022384996,-8.253831480166813e-08,,455084.4375,14.4375,17.864008901431855,0.0357920081924947,34,53,28,34,53,28,38.333333333333336,3,0.0427704089600369
11393,81.0,2.9069788717164564,1.2702706250000002,13.498076175326675,-1.1060207542185635e-07,,79789.5,10.5,129.73004230554076,0.0703024644123305,29,21,89,29,21,89,46.333333333333336,4,0.0416670818795588
11393,82.0,1.7343762798610485,0.0416670818795588,9.218703628336172,-9.106482506876445e-08,,83814.0625,10.9375,86.4461310800429,0.0610587997503337,34,20,90,34,20,90,48.0,4,
11397,81.0,-0.040190180429276,-0.0918311105715811,1.0224468467555643,-3.417630419568026e-07,,175040.0,16.0,15.6446464802608,0.0327772997903635,18,38,36,18,38,36,30.666666666666668,2,-0.0781252213876106
11397,82.0,-0.1633010359160206,-0.0781252213876106,0.641526612821911,-3.159370300578777e-07,,176852.5,14.75,9.675886945382189,0.0165268846946986,21,36,35,21,36,35,30.666666666666668,2,-0.0045419883399999
11397,83.0,-0.0239476168227331,-0.0045419883399999,0.5596163324063688,-2.6207157439600337e-07,,174662.625,14.5625,8.227838918506732,0.0115747500265941,22,33,38,22,33,38,31.0,2,-0.0305490362151018
11403,81.0,-0.1990280038975325,-0.1406245031428906,6.761897004883859,-9.92112437577638e-10,,5022331.875,20.625,145.19883046532152,0.0394576203636886,89,90,21,89,90,21,66.66666666666667,7,-0.0121200938768003
11403,82.0,0.6138643653743461,-0.0121200938768003,5.562704983953386,-1.8396280105993002e-09,,5005139.125,20.375,94.64044899500055,0.0512368968528598,83,89,77,83,89,77,83.0,9,0.2607367491098054
11403,83.0,0.9205648428367854,0.2607367491098054,5.812770135630284,-7.27679173512495e-10,,6325315.6875,25.6875,131.12021796462938,0.0282598264140344,88,90,81,88,90,81,86.33333333333333,9,0.0705595891969999
11404,81.0,-0.3188513704791106,-0.13910481854191,3.2794477089438465,-7.836278395031634e-10,1.0,6199023.25,29.125,100.17195631271773,0.0215439528127322,91,91,11,91,91,11,64.33333333333333,7,0.0341584089194317
11404,82.0,-0.302298045886183,0.0341584089194317,2.935563493537148,-9.050025554243387e-10,1.0,6279492.75,29.625,95.36504966666746,0.0205679220104874,89,91,21,89,91,21,67.0,7,0.1719475683747051
11404,83.0,-0.1191544321015838,0.1719475683747051,2.7872162880194544,-8.25579152443331e-10,1.0,7233476.25,34.125,90.45177975403436,0.016355232224717,87,91,29,87,91,29,69.0,7,0.1447122012242157
11406,81.0,0.1526339679829034,0.0782693028307199,1.418980199809582,-8.557915405983576e-08,,598518.0625,13.9375,18.370153768010724,0.0388368682098691,33,64,51,33,64,51,49.333333333333336,4,-0.1377574389185248
11406,82.0,-0.2009814373393468,-0.1377574389185248,1.4769892878063435,-4.699348777833757e-08,,512082.9375,11.9375,19.24625950839163,0.0287854235787541,43,57,31,43,57,31,43.666666666666664,4,-0.0299472784591882
11406,83.0,-0.101206400843658,-0.0299472784591882,1.2482388967774702,-4.07479408148728e-08,,493338.5,11.5,14.165018952468603,0.0212270983170956,42,55,31,42,55,31,42.666666666666664,4,0.2460873986431431
11415,81.0,0.3770483527285357,0.3386450962950664,7.248602346740182,-3.542120879909301e-09,,963984.0,42.0,301.76968210200863,0.0336503730092406,76,71,61,76,71,61,69.33333333333333,7,0.600446400561357
11415,82.0,0.6857355919789501,0.600446400561357,7.753949339413267,-4.339775544242731e-09,,1546479.375,44.8125,400.1088426238002,0.0374299961275861,74,77,79,74,77,79,76.66666666666667,8,0.4797773548580015
11415,83.0,2.132872958621366,0.4797773548580015,14.507916269956258,-1.633952672051453e-09,,2288444.375,66.3125,960.201029377268,0.0917016832182228,82,81,92,82,81,92,85.0,9,0.099905725998113
11425,81.0,0.2352924272923,0.4482757725534272,1.6282072911147798,-2.8957997006628517e-07,,215040.0,10.5,15.869678162602456,0.065035453877685,20,42,55,20,42,55,39.0,3,-0.0833335092503749
11425,82.0,0.2031240428101102,-0.0833335092503749,4.48085969093994,-1.446494075170852e-07,,197582.0,9.625,47.75577903493584,0.0177600519699239,29,38,64,29,38,64,43.666666666666664,4,
11426,81.0,4.515148117991418,0.3709974194930925,23.674483973175835,-1.2790664662854594e-08,,187824.0,45.5,1125.0543222053034,0.0699002903054887,59,39,94,59,39,94,64.0,6,-0.3145612981180488
11426,82.0,1.0284517644950886,-0.3145612981180488,11.050466495644384,-3.42573864695769e-08,,130956.3125,31.1875,408.8042166087624,0.0656149447138168,47,29,84,47,29,84,53.333333333333336,5,-0.238476464681546
11426,83.0,0.5199984162127769,-0.238476464681546,12.305532771628954,-3.68316079872822e-08,,101163.125,11.875,189.99945874064963,0.0611670836325102,43,22,71,43,22,71,45.333333333333336,4,-0.1578948313553605
11441,81.0,2.6818215903253937,0.687500975181444,39.20829740916371,-1.117230299702274e-07,,20817.0,10.125,344.91621205733236,0.0684982183890885,29,2,88,29,2,88,39.666666666666664,3,-0.3950616776145317
11441,82.0,0.3611129205574304,-0.3950616776145317,10.465200680355444,-7.144873660069737e-07,,12807.375,6.125,76.7452573310069,0.0590528888410109,14,0,70,14,0,70,28.0,2,-0.0204085151302084
11442,81.0,-0.5748019112280165,-0.128571101489568,1.2909366255144032,-1.6111536905728046e-07,,202500.0,12.0,17.000353497942385,0.0471458450208027,25,41,2,25,41,2,22.666666666666668,1,-0.5064996674250626
11442,82.0,-0.7881018204168934,-0.5064996674250626,2.6983650242243327,-1.462103499479815e-07,,99217.0,5.875,24.894906086165143,0.07321425777434,29,23,0,29,23,0,17.333333333333332,0,0.2363462908255063
11442,83.0,-0.6087323204437889,0.2363462908255063,1.5107693638011024,-2.3599981091552657e-07,,121382.5,7.1875,11.216349938295624,0.0438423752743259,24,26,2,24,26,2,17.333333333333332,0,-0.1895510625936232
11449,81.0,0.2709519954794888,0.0071118244268801,3.2294367216861732,-2.404001762329271e-07,,84420.0,30.0,91.97771352948875,0.0164904571388118,22,22,57,22,22,57,33.666666666666664,2,-0.0056594877228794
11449,82.0,0.1478933065814547,-0.0056594877228794,2.719025014326752,-3.536428371619426e-07,,83542.5,29.625,81.07465981459437,0.0206424565271407,20,20,61,20,20,61,33.666666666666664,2,0.0110278737844999
11449,83.0,0.0537311075789503,0.0110278737844999,1.3939481266025533,-3.503869099035512e-07,,84014.0,29.75,41.1929264699515,0.0102375616832173,20,18,44,20,18,44,27.333333333333332,1,0.1122880894763318
11478,81.0,0.6050794946430773,0.1429756375882156,1.2731042903456695,-6.938906182830466e-08,,362862.5,17.1875,19.920810665114853,0.0279731547604287,36,54,68,36,54,68,52.666666666666664,5,-0.0050906249040001
11478,82.0,0.2513618644668602,-0.0050906249040001,1.169772786127326,-4.3648508040082166e-08,,359210.0,17.0,18.57227685385652,0.0153101024094556,44,50,67,44,50,67,53.666666666666664,5,0.0683828237920112
11478,83.0,0.3638444260600566,0.0683828237920112,0.9847579984825606,-4.2392954185474884e-08,,381660.625,18.0625,18.06082809366056,0.0167953954187416,41,50,65,41,50,65,52.0,5,-0.253979490383633
11481,81.0,0.4779403486253373,0.122904703563083,8.549229498108943,-4.548319000537761e-08,,142785.375,12.5625,96.86800391556642,0.0351335237466019,42,33,64,42,33,64,46.333333333333336,4,-0.5945274054515226
11483,81.0,1.4037064902679957,0.0953168103647714,3.455700886710781,-9.116127212738426e-08,,267820.25,20.75,65.67299513805494,0.0454911488631401,32,47,80,32,47,80,53.0,5,-0.1108209306160322
11483,82.0,0.8499800182979504,-0.1108209306160322,2.7687301235196364,-5.494318014968009e-08,,236516.25,18.4375,53.49812039423512,0.0357439926097035,41,41,81,41,41,81,54.333333333333336,5,-0.0433755325266859
11483,83.0,0.342825688708517,-0.0433755325266859,3.7595104458995943,-5.08592794940493e-08,,226093.5,17.625,68.57670473765225,0.0309648965867357,39,39,63,39,39,63,47.0,4,-0.0134477442732058
11490,81.0,0.2027892204505006,-0.0075644801214406,1.8018626158184292,-1.7889637425085929e-07,,141292.375,14.125,26.527505606762418,0.0237300159630855,24,32,54,24,32,54,36.666666666666664,3,-0.3712967015625339
11490,82.0,-0.1608691666713289,-0.3712967015625339,4.2596629399549695,-1.3117527107347734e-07,,87780.0,8.75,40.26831422413514,0.0436734358486238,30,21,35,30,21,35,28.666666666666668,2,0.0737259275028801
11490,83.0,-0.3620691752914469,0.0737259275028801,2.813513717047129,-1.5420922701450078e-07,,93850.5,9.25,26.99806048094928,0.0250423633217362,28,20,11,28,20,11,19.666666666666668,0,-0.161021681630293
11493,81.0,-0.2749213856198903,-0.1090258451367435,1.940788649149042,-1.235278645192789e-06,,52378.125,13.875,27.437088894130724,0.0192062850686166,8,14,14,8,14,14,12.0,0,0.049909710905815
11493,82.0,-0.2136496724891595,0.049909710905815,0.9393394509497754,-1.267755507281611e-06,,53187.75,14.4375,12.904731344874548,0.0319096591596153,9,12,30,9,12,30,17.0,0,0.0140266058534814
11509,81.0,0.6546188135859692,-0.0273447525341818,1.2896946268635805,-3.042054152075381e-08,,359241.3125,27.3125,35.632815122022826,0.0130180254376553,47,53,69,47,53,69,56.333333333333336,5,0.2762469883411247
11509,82.0,0.5868206619420757,0.2762469883411247,2.120031406427303,-1.9883612750488135e-08,,454891.875,34.6875,65.56613194478861,0.0122176001744631,54,55,77,54,55,77,62.0,6,0.2067030999604568
11509,83.0,0.6983117778791303,0.2067030999604568,2.93119433732519,-9.546025404778606e-09,,546689.875,41.6875,115.5486094468289,0.0107686150937517,60,57,76,60,57,76,64.33333333333333,7,-0.039399782055688
11510,82.0,-0.0775857230342288,0.0918370965659451,3.809558794519207,-2.2851890011069535e-06,,34601.125,13.375,45.98182379427356,0.0461381335031618,4,5,44,4,5,44,17.666666666666668,0,-0.1028028773108855
11522,81.0,-0.1704555259299682,-0.2192515536576913,27.300384147382804,-3.6961245899902742e-09,,429167.0,9.125,272.80632178964396,0.0739754790982226,75,57,24,75,57,24,52.0,5,1.0684933774645111
11522,82.0,-0.1420458186879751,1.0684933774645111,25.52148554641324,-3.767060730081915e-09,,889050.25,18.875,388.3457927849726,0.0760780866389334,76,68,38,76,68,38,60.666666666666664,6,
11531,81.0,3.2499989390080932,0.1666662183392653,20.77892172058759,-2.2801435621593083e-09,,1045147.25,29.75,672.0613501571776,0.0596038025981973,81,73,90,81,73,90,81.33333333333333,9,-0.38235258401125
11531,82.0,0.6065576119940732,-0.38235258401125,16.599758182618864,-4.36535019223312e-09,,650070.75,18.375,359.9587798246239,0.0628580889999859,74,62,77,74,62,77,71.0,7,-0.0102045231476064
11531,83.0,0.701754554882446,-0.0102045231476064,10.829369417708005,-5.943282661072468e-09,,627668.8125,18.1875,199.81779449671924,0.0481744034128533,67,60,76,67,60,76,67.66666666666667,7,0.498283108174431
11533,81.0,0.0511148451050247,-0.2662084132572163,3.775039186378664,-1.0195023279725794e-08,,550197.875,38.875,176.20506563271164,0.0306018744306325,62,62,44,62,62,44,56.0,5,0.1323688848908819
11533,82.0,0.2573743575726979,0.1323688848908819,2.704109885339053,-1.3058087651891892e-08,,631048.0,44.0,113.05815637791594,0.0203966667055649,60,61,67,60,61,67,62.666666666666664,6,-0.0294068551078126
11533,83.0,0.5237413407077993,-0.0294068551078126,2.420778163746573,-1.3472332737291681e-08,,616194.0625,42.6875,110.72925168102503,0.0224769613549444,56,59,71,56,59,71,62.0,6,0.1953014018290009
11547,81.0,-0.1915326728353806,-0.0314008093357323,11.241804183736962,-8.744832118573468e-09,,384032.6875,25.0625,307.7507632532475,0.0364689941976962,64,55,22,64,55,22,47.0,4,0.0324190992089907
11547,82.0,-0.1551023021975823,0.0324190992089907,6.481984491159739,-8.911737446271863e-09,,396379.125,25.875,166.09823377830307,0.0234009271416232,65,52,36,65,52,36,51.0,5,-0.4710145445531086
11547,83.0,-0.4413269341859661,-0.4710145445531086,15.970340902160345,-1.613745803358136e-08,,209678.8125,13.6875,246.25903737154076,0.0532827238776972,54,37,7,54,37,7,32.666666666666664,2,0.2511402498426787
11552,81.0,5.2226572607303945,0.4223218834062274,26.53662223998444,-1.4476513646650231e-09,,2134620.0,99.5625,2948.235745017144,0.0758410062874415,86,83,95,86,83,95,88.0,9,0.7740102603389536
11552,82.0,9.056934033435462,0.7740102603389536,20.220988891717273,-1.246684908218844e-09,,3870265.875,58.875,1166.7457039391825,0.0786296701733831,87,87,99,87,87,99,91.0,9,0.0106158046533966
11552,83.0,5.5958414129467435,0.0106158046533966,15.526654260984646,-7.600460613583143e-10,,4217181.5,59.5,910.4210743627134,0.0455604705625468,88,87,98,88,87,98,91.0,9,-0.4537811882974522
11574,81.0,0.0708951607556882,0.0864350004705896,3.017469662767572,-1.4307180452505574e-07,,117062.5625,15.4375,42.897491421465645,0.0214471661457656,27,29,46,27,29,46,34.0,2,0.044048501838944
11574,82.0,0.0262560593687088,0.044048501838944,2.830511502763097,-1.683169009341747e-07,,116646.5625,15.9375,44.16899167394006,0.0170436362230612,28,27,54,28,27,54,36.333333333333336,3,0.3367839788676714
11574,83.0,0.3957166008437891,0.3367839788676714,4.022407985850882,-2.3602375750491474e-07,,154719.5,21.125,78.18312486411982,0.0300708298949568,24,31,66,24,31,66,40.333333333333336,3,-0.0408288849924481
11581,81.0,0.0481728012486997,-0.2240090973964312,8.25249884331167,-3.0088776358823606e-09,,1113466.5,28.5,231.15616314382007,0.0305429883424132,78,74,44,78,74,44,65.33333333333333,7,0.1760752621770183
11587,81.0,0.2125201117644335,0.0823523999999999,1.1182646592709984,-4.76587103846732e-06,3.0,24161.5,11.5,12.519631445530315,0.0435910594052613,1,3,54,1,3,54,19.333333333333332,1,0.0760866854868904
11587,83.0,0.4779398577868996,0.0151514186167174,1.5282416502946956,-1.973109555230623e-06,3.0,25388.8125,12.5625,19.00637238938242,0.0164373407797362,5,2,69,5,2,69,25.333333333333332,1,0.1741290900582683
11599,81.0,0.5662141428069294,-0.0422743605167998,1.613577329949472,-3.9208679685662163e-08,,375349.875,15.375,24.074814761142356,0.0241145024141602,44,54,67,44,54,67,55.0,5,0.0776894947612416
11600,81.0,0.2317813140229683,0.2037040833684611,6.782675210046222,-1.999370485905884e-09,,1475500.0,28.375,172.65756228063051,0.0189635502130413,83,78,55,83,78,55,72.0,8,0.0881056914992697
11600,82.0,0.0771111021121582,0.0881056914992697,4.841990094531228,-2.610090000772895e-09,,1596087.5,30.8125,145.2696884514299,0.0245151420574254,80,77,57,80,77,57,71.33333333333333,8,0.1359024028575426
11600,83.0,0.5490651851218953,0.1359024028575426,6.160300771813632,-2.097748383583396e-09,,1802775.0,34.9375,212.59663096219347,0.0224620324727405,79,78,72,79,78,72,76.33333333333333,8,0.1218237375375648
11607,81.0,-0.2290424752800134,-0.0447998594450949,5.965743512169826,-1.0937198094904584e-09,1.0,4605781.125,28.1875,147.86732640221538,0.0317708187938724,88,89,18,88,89,18,65.0,7,-0.2373396235707729
11607,82.0,-0.5178330876235739,-0.2373396235707729,3.57561631523616,-1.1188209427651915e-09,1.0,3227661.375,21.1875,95.1358650271078,0.0232051695020648,87,86,6,87,86,6,59.666666666666664,6,0.0274912148803294
11607,83.0,-0.3896525762235989,0.0274912148803294,2.938650772493227,-1.7600247799142246e-09,1.0,3209606.0,21.5,71.11926253796611,0.0256445989339441,81,85,10,81,85,10,58.666666666666664,6,-0.2746097990104594
11618,81.0,0.3678919779677183,0.0672971863877056,6.569429121183253,-3.401668953853278e-09,,1816329.625,47.875,292.2334125174623,0.0441757653984763,77,81,60,77,81,60,72.66666666666667,8,0.0574414053232723
11618,82.0,-0.0328161832313267,0.0574414053232723,12.160762661197571,-1.704881728496725e-09,,1920661.875,50.625,709.6225186907178,0.0443842831492501,84,80,49,84,80,49,71.0,7,0.1382720251491564
11618,83.0,0.2250265604049046,0.1382720251491564,3.8589670050963183,-2.2686187387161943e-09,,2186234.875,57.625,238.50667693253624,0.0243511099278109,78,80,57,78,80,57,71.66666666666667,7,-0.0477223310250503
11624,81.0,0.1519996618960875,0.4117643275211216,5.209386524788219,-9.288184875637264e-07,,45360.0,18.0,95.40442331853542,0.0742293657922586,10,11,51,10,11,51,24.0,1,-0.0277776706367739
11624,82.0,-0.0277779118882675,-0.0277776706367739,1.7864731272626009,-1.948681835467385e-06,,44100.0,17.5,28.15570958646617,0.0633653341141302,6,8,49,6,8,49,21.0,1,0.3071425370544911
11624,83.0,0.8299993632900435,0.3071425370544911,2.2994176479208805,-3.067851260607111e-06,,58285.5,22.875,44.54886578602355,0.0701955910016605,3,12,79,3,12,79,31.333333333333332,2,0.2786894781700368
11625,81.0,0.6857146697410452,0.6388890590791774,21.503816018611023,-8.463062184871131e-07,,6681.75,7.375,151.7667117114906,0.0739152421708218,11,0,70,11,0,70,27.0,1,-0.0254247410798946
11625,82.0,0.402437484460435,-0.0254247410798946,3.331588102312369,-8.08858268169798e-06,,6519.0625,7.1875,23.16888954997319,0.0570490238037349,0,0,72,0,0,72,24.0,1,-0.0695658245239898
11625,83.0,0.4078915111869836,-0.0695658245239898,4.330835497916394,-3.7170623787492143e-06,,6065.5625,6.6875,30.632799506661932,0.0351376336596682,2,0,67,2,0,67,23.0,1,-0.0467290914445391
