PERMNO,mean_size,num_obs
70308,450312.3125,12
70316,54536.458333333336,12
70332,8000735.856041667,12
70376,,0
70391,25631.666666666668,12
70420,748454.5833333334,12
70447,19315.227272727272,11
70500,8338484.15625,12
70519,220205480.93229166,12
70536,2622639.8125,12
70578,4861098.588541667,12
70616,259654.19791666666,12
70632,912849.1197916666,12
70659,1740894.5260416667,12
70682,909207.484375,12
70703,966781.4166666666,12
70704,,0
70770,75216.875,12
70790,181357.48295454544,11
70797,1188461.7395833333,12
70798,70372.65625,1
70818,63592.666666666664,12
70826,284701.6302083333,12
70885,532361.1666666666,3
70923,1357433.3125,12
70965,201600.86979166666,12
71079,485165.453125,12
71116,3404640.1510416665,12
71124,93885.1640625,8
71159,292286.53125,12
71175,5426528.375,12
71176,1993834.7552083333,12
71220,,0
71271,1345835.7552083333,12
71298,6375786.974374999,12
71395,250637.484375,12
71475,290959.9479166667,12
71563,10803108.3125,12
71589,412792.5833333333,12
71598,9629.44704,1
71685,1074449.953125,12
71686,4816049.479166667,12
71722,155935.078125,12
71782,86866.515625,12
71810,1971730.3072916667,12
71837,13758.2265625,12
71862,102692.13541666667,9
71909,1206071.5520833333,12
71984,,0
72005,666733.7083333334,12
72072,62817.125,1
72119,40800.0625,4
72128,156003.265625,12
72135,17326.083333333332,12
72231,558721.25,12
72232,24588.305555555555,9
72304,207006.52604166666,12
72338,70756.625,3
72486,271473.6041666667,12
72494,308313.2760416667,12
72661,58999.708333333336,12
72696,414383.9479166667,12
72710,380159.161635,12
72726,17293936.1333175,12
72733,296560.8125,12
72741,189324.375,12
72776,451156.3385416667,12
72813,164881.29166666666,12
72864,153788.75,12
72961,442811.490855,12
72980,205004.33333333334,12
72996,81889.38541666667,12
73139,8037238.556666668,12
73219,241918.67708333334,12
73278,10894.971354166666,12
73614,157001.41666666666,6
73681,402205.6288666667,12
73796,31110.203125,12
73809,563142.0416666666,12
73817,,0
73940,6238614.442708333,12
74086,600858.5885416666,12
74203,115528.7625,5
74246,,0
74406,94425.26041666667,12
74481,165374.65625,4
74500,27576.21875,9
74529,,0
74580,154894.41145833334,12
74836,7826.484375,4
74895,29020.354166666668,12
74932,220338.4375,12
75032,175496.875,12
75033,497566.0719358334,12
75034,10959562.796875,12
75036,138265.23124999998,12
75037,48417.708333333336,12
75039,442069.53125,12
75040,229943.34375,10
75041,971267.9583333334,12
75047,62480.725,12
75049,3198380.8958333335,12
75055,,0
75058,443377.7159090909,11
75060,216010.46875,12
75064,6743999.963541667,12
75065,280242.0625,12
75069,11435.182291666666,12
75070,83075.11458333333,12
75072,725982.0729166666,12
75075,393437.9583333333,12
75076,59766.975,5
75077,70763.31770833333,12
75078,129774.39583333333,12
75082,1643959.5833333333,12
75083,454289.921875,12
75088,173127.04861111112,9
75092,124829.21875,12
75094,685255.7556818182,11
75099,146132.9765625,8
75100,5251496.489583333,12
75101,1206290.921875,12
75103,109305.38020833333,12
75104,8034364.015625,12
75105,498180.40625,12
75107,495859.234375,12
75110,74400.1875,3
75113,401760.390625,12
75142,1531736.3125,2
75150,37772.5703125,8
75152,532388.4791666666,12
75154,15664806.25,12
75157,481809.4791666667,12
75159,28444.947916666668,12
75162,320495.796875,12
75167,1841589.8125,4
75168,335325.234375,12
75174,86920.96875,12
75175,5786486.489583333,12
75176,43503.005208333336,12
75178,13831.9125,10
75180,1905944.1875,4
75181,2859978.5833333335,12
75182,793543.3385416666,12
75183,99168.515625,12
75186,42115310.884134166,12
75188,730381.0885416666,12
75212,31786.541666666668,9
75215,223893.925,10
75222,597928.5572916666,12
75224,1222084.9875,12
75226,61122.6,10
75227,1839020.5885416667,12
75228,5673193.8125,12
75232,990210.4169458334,12
75233,338289.546875,12
75235,64169.140625,12
75236,96466.94642857143,7
75239,223722.75520833334,12
75240,127338.75,12
75241,1257061.6197916667,12
75243,337657.375,12
75245,551835.5625,11
75252,273645.53125,12
75257,23212523.940153334,12
75259,1638664.40625,12
75260,879370.6666666666,12
75261,626369.5052083334,12
75262,303107.62,12
75264,228275.50583333333,12
75266,50702.909375,10
75268,856948.765625,12
75269,81538.5,3
75272,31685.390625,12
75273,314370.2784090909,11
75274,690170.1354166666,12
75275,81432.35,5
75277,218381.04545454544,11
75278,8392684.1875,12
75280,97269.58333333333,12
75285,2648492.6770833335,12
75286,36377.25,1
75288,79808.79458333334,12
75289,124651.84722222222,9
75290,826198.3177083334,12
75292,76381.89583333333,12
75294,608249.0520833334,12
75295,308957.8125,4
75296,96163.2,11
75297,239102.421875,12
75298,2152548.2760416665,12
75301,204756.05208333334,12
75306,90798.69791666667,12
75308,136940.3125,1
75310,140708.33333333334,9
75313,612560.546875,12
75316,864120.7864583334,12
75317,107057.08854166667,12
75318,,0
75320,3514317.171875,12
75322,82849.5625,1
75323,94227.33333333333,12
75326,336354.03125,12
75330,,0
75331,391503.125,12
75333,8134598.744791667,12
75334,291251.140625,8
75336,111333.25,9
75341,2806113.8854166665,12
75342,86893.02604166667,12
75346,193171.43229166666,12
75349,124423.59375,12
75350,219403.69791666666,12
75351,448838.6145833333,12
75354,483738.7708333333,12
75355,765420.0,12
75357,20355.401041666668,12
75365,240319.921875,12
75367,602240.6979166666,12
75376,141453.97222222222,9
75381,654673.390625,12
75382,152271.046875,12
75383,1956250.1979166667,12
75384,926405.6136363636,11
75385,206718.75,1
75386,523974.1197916667,12
75387,34497.395833333336,12
75388,,0
75391,36845.625,12
75392,155845.02083333334,12
75393,30536.1875,12
75398,,0
75400,446926.59821428574,7
75401,410762.71875,12
75405,93753.984375,12
75411,162468.09895833334,12
75413,123272.91666666667,12
75414,172052.60625,10
75415,90666.21875,12
75416,102020.77604166667,12
75418,46216407.838541664,12
75427,129430.69010416667,12
75429,113020.390625,12
75430,26992.197916666668,12
75432,767609.5729166666,12
75433,,0
75434,381167.6848958333,12
75435,59002.321875,10
75443,168470.52604166666,12
75444,1652609.6770833333,12
75445,398108.5052083333,12
75446,75838.96875,2
75447,74796.53645833333,12
75455,196649.91145833334,12
75456,42508.3125,12
75459,280238.75,12
75460,352681.234375,12
75461,431574.28125,12
75465,112624.9325,12
75466,88103.79166666667,12
75469,417198.53125,10
75470,64253.556164166665,12
75475,50936.345624999994,12
75478,321720.859375,12
75483,563374.7291666666,12
75488,24902.651041666668,12
75489,7688432.28125,12
75491,112165.61197916667,12
75503,10643.111111111111,9
75509,166058.234375,12
75510,14259197.598958334,12
75517,56980.260416666664,12
75524,9434.361979166666,12
75527,369884.2604166667,12
75549,74088.65625,2
75550,102201.13802083333,12
75554,53855.786458333336,12
75556,23106.700520833332,12
75557,49057.6375,5
75558,124846.36875,10
75563,45043.75,2
75573,2664600.2708333335,12
75577,17075848.901041668,12
75578,130908.69791666667,12
75581,170549.11875,10
75585,82571.9899475,4
75591,905647.1145833334,12
75592,1682987.28125,12
75594,32111.098958333332,12
75596,226198.05729166666,12
75597,330599.296875,4
75600,733634.4479166666,12
75603,1557633.1041666667,12
75604,,0
75605,253451.40625,12
75606,20313.7125,10
75607,3223357.4739583335,12
75608,1690036.9140625,8
75609,166440.54964166667,12
75610,511009.1979166667,12
75616,56202.729166666664,12
75622,240081.25,12
75623,104168.43854166666,12
75625,4944063.463541667,12
75630,169626.33333333334,12
75631,264564.63636363635,11
75632,1345440.3020833333,12
75633,603612.4725316666,12
75640,168003.44791666666,12
75641,184191.52083333334,12
75642,538233.3802083334,12
75646,9355531.53125,12
75648,12884309.704545455,11
75649,810909.984375,12
75650,43863.703125,12
75652,5117182.489583333,12
75654,1810809.84375,12
75657,24813.152777777777,9
75659,,0
75660,1455423.6614583333,12
75672,,0
75673,61831.25,2
75684,1470582.265625,12
75694,1852569.3515625,12
75696,599732.8843216667,12
75706,125775.025,10
75713,40423.34765625,8
75714,126742.82291666667,12
75729,100279.36458333333,12
75730,578078.5364583334,12
75733,,0
75754,,0
75760,360832.202917,10
75773,23307.34375,12
75789,34368066.666666664,12
75799,54489.0,12
75806,83112.375,12
75807,1631895.3125,12
75808,1329432.857142857,7
75809,139548.75,12
75810,91168.28125,12
75811,687651.7291666666,12
75814,101315.234375,12
75815,65983.9875,10
75819,384851.25,1
75823,37246.3125,9
75825,3782309.0520833335,12
75826,45597.817708333336,12
75827,227126.04166666666,12
75828,5427470.270833333,12
75831,114247.04166666667,12
75834,173496.11607142858,7
75837,386005.125,12
75838,63842.1875,1
75840,89452.40625,12
75841,189442.171875,12
75842,204486.90625,12
75843,60756.770833333336,12
75844,2982601.9114583335,12
75845,40173.78125,12
75846,1660345.71875,12
75851,214587.13020833334,12
75853,579923.6223958334,12
75854,2958055.09375,12
75856,52600.776041666664,12
75857,23548163.836443335,12
75858,1602001.8125,12
75860,576625.3541666666,12
75861,83282.63020833333,12
75864,,0
75873,114817.0,2
75881,71524.63541666667,12
75884,550233.5416666666,12
75885,144482.015625,12
75887,94953.15104166667,12
75888,665873.796875,12
75899,,0
75900,538548.7604166666,12
75901,562978.28125,4
75902,400997.234375,12
75905,40858.22767857143,7
75906,124057.87239583333,12
75912,3932728.96875,12
75925,484529.78125,12
75926,135032.53125,2
75928,71186.09375,12
75936,2373248.1041666665,12
75937,1040903.6927083334,12
75938,362896.2708333333,12
75941,56354.65625,12
75945,676094.0208333334,12
75946,1578184.25,1
75950,468516.5625,2
75951,6094.6875,7
75962,,0
75967,,0
75968,26650.3125,1
75976,39392.90625,12
75986,353343.0833333333,6
75993,1004479.3607954546,11
76000,512603.7447916667,12
76008,220477.125,1
76016,,0
76022,131175.0,3
76025,,0
76037,81726.27604166667,12
76038,,0
76040,9883.21875,8
76041,498411.8125,4
76045,,0
76050,45951.856770833336,12
76055,293301.3541666667,12
76060,96277.484375,12
76076,415510618.24,12
76079,31234.40625,2
76081,283243.1458333333,12
76082,561702.0989583334,12
76083,135636.5,12
76085,3408224.0,12
76087,126549.79166666667,12
76088,725684.21875,12
76089,47197.828125,12
76090,2867136.2760416665,12
76091,915256.703125,12
76095,105644.52604166667,12
76096,650095.875,1
76099,523393.7291666667,12
76100,306281.1875,12
76101,1455777.3645833333,12
76107,3262.8125,1
76110,168464.08333333334,3
76111,90224.203125,4
76118,72682.67708333333,12
76119,136474.5625,12
76121,591558.6145833334,12
76122,1765893.3482142857,7
76123,2236565.3697916665,12
76125,184893.75,2
76127,178428.20833333334,12
76128,1064486.9739583333,12
76129,12628106.666666666,12
76135,673035.5208333334,12
76136,2317195.8802083335,12
76138,284317.32416583336,12
76139,450663.3806818182,11
76144,87233.703125,12
76145,171593.84375,12
76147,,0
76148,247745.07291666666,12
76149,23909141.666666668,12
76156,34703.4375,1
76159,20589.225,5
76165,1524476.799165,12
76166,248847.51875,10
76171,17407907.97520833,12
76177,665292.59375,12
76181,206527.83854166666,12
76182,122160.90625,12
76185,238085.54166666666,3
76194,1000558.15625,12
76195,132519.16145833334,12
76197,164634.546875,12
76201,23092725.520833332,12
76202,61514.403645833336,12
76207,192347.43489583334,12
76208,35975.0,8
76209,1509298.515625,12
76210,465328.71875,2
76214,1026323.125,12
76217,160114.13541666666,12
76218,292085.03125,12
76219,3019840.421875,12
76220,458592.640625,12
76221,704593.5989583334,12
76223,215379.94270833334,12
76224,643876.5520833334,12
76226,65228970.296875,12
76228,119945.55208333333,12
76230,708467.5104166666,12
76231,93280.08854166667,12
76234,3497857.8697916665,12
76236,92478.8125,3
76238,321756.8333333333,12
76239,173880.9375,12
76240,5022585.5625,12
76242,1133942.375,12
76243,122790.234375,12
76244,91505.57291666667,12
76246,63879.859375,12
76252,44056.03125,12
76254,,0
76257,106481.5625,7
76259,167325.075,10
76261,57505.815104166664,12
76264,52981.325520833336,12
76265,295635.3229166667,12
76266,936839.2083333334,12
76267,70614.25,3
76268,100207.2875,10
76272,1237226.8489583333,12
76273,107479.16666666667,12
76274,262798.6744791667,12
76279,49608.96875,4
76281,86610.375,4
76282,2660876.3177083335,12
76290,904587.8096590909,11
76295,,0
76298,10528.078125,12
76302,8973.463068181818,11
76306,151683.85416666666,12
76310,33061.54402166667,6
76314,224110.47395833334,12
76317,181465.90625,9
76322,87012.88541666667,6
76330,,0
76331,161339.12239583334,12
76336,47108.88125,10
76355,,0
76359,,0
76361,14622.260416666666,12
76366,45248.125,12
76367,268871.0963541667,12
76371,86077.5,1
76372,196462.44270833334,12
76383,365389.325,5
76390,,0
76391,1599997.1614583333,12
76392,52044.434375,10
76398,,0
76400,19196.25,3
76408,,0
76409,,0
76410,,0
76415,24473.635416666668,12
76421,,0
76422,15098.1875,6
76424,13816.6875,2
76425,,0
76428,674903.4114583334,12
76430,,0
76435,53172.4375,12
76443,72406.59635416667,12
76445,35058.049479166664,12
76448,771580.5208333334,12
76454,27271.484375,12
76456,130096.390625,2
76457,250423.85184166665,6
76461,,0
76465,,0
76477,695117.328125,12
76478,213488.375,12
76481,,0
76489,106706.03125,12
76493,1296039.2083333333,12
76494,196977.11458333334,12
76496,240866.015625,12
76497,1527023.9270833333,12
76501,71433.61458333333,12
76502,3318.5625,12
76504,431943.8125,12
76505,30932.125,12
76507,1110949.53125,12
76509,512260.1927083333,12
76510,21895.5625,4
76512,,0
76513,1658081.078125,12
76515,101750.25,4
76520,95653.97395833333,12
76529,36178.65625,12
76532,32886.2875,10
76542,187503.34375,12
76543,,0
76548,111452.55,5
76549,,0
76553,47383.567708333336,12
76557,25659461.151041668,12
76558,119964.05729166667,12
76564,205970.09375,2
76565,3948096.765625,12
76568,545792.5677083334,12
76570,226318.02083333334,12
76571,285095.1666666667,12
76572,226217.76041666666,12
76573,970288.953125,12
76577,,0
76584,7963304.330729167,12
76586,154114.25,12
76587,86274.203125,10
76591,160604.690625,10
76592,2166652.0260416665,12
76594,87984.84375,12
76595,440883.9895833333,12
76597,6861477.7897727275,11
76598,441312.390625,12
76602,574668.7541666667,12
76605,3217101.3333333335,12
76609,49945.75,3
76613,404090.8854166667,12
76614,958148.0468008333,12
76616,344374.6770833333,12
76619,868826.1090625,12
76622,,0
76623,22669.430555555555,9
76624,24922716.098958332,12
76625,1803669.3255208333,12
76636,24576479.25,12
76638,3203593.9635416665,12
76639,3408190.1458333335,12
76641,337116.875,12
76642,317037.0,12
76644,1742684.25,12
76653,897626.7135416666,12
76655,581190.1889583333,12
76656,12736552.71875,12
76661,419436.3489583333,12
76662,,0
76664,631566.0,12
76670,48570.182291666664,12
76671,783319.7395833334,12
76672,,0
76673,326894.1875,12
76674,2458193.53125,8
76675,718203.0,12
76676,417555.9947916667,12
76677,728311.0,12
76684,365830.1979166667,12
76686,79199.8125,12
76691,83722.0,6
76693,2112926.5729166665,12
76695,150233.17708333334,12
76697,1832023.328125,12
76699,276968.0208333333,6
76702,2139609.6302083335,12
76703,,0
76706,2973716.0520833335,12
76708,2083130.9947916667,12
76709,833707.2395833334,12
76710,150891.76875,10
76711,583449.5416666666,12
76712,22174946.125,12
76714,431433.1197916667,12
76716,2179137.077415,12
76720,49896.203125,12
76721,215455.328125,12
76722,448671.3333333333,12
76732,357719.7864583333,12
76733,223380.73958333334,12
76734,52592.479166666664,12
76736,2236044.6302083335,12
76740,138976.25,1
76744,2874004.4680633335,12
76745,968432.9010416666,12
76747,,0
76750,74746.94270833333,12
76752,618130.0260416666,12
76755,209272.46875,12
76757,4324510.494791667,12
76758,453072.525,5
76760,345811.3802083333,12
76764,218755.515625,12
76768,224497.4642857143,7
76769,687153.8427083333,12
76772,44253.5625,8
76774,93652.26041666667,12
76776,497768.20454545453,11
76779,2205547.0567166666,12
76780,89401.59722222222,9
76788,62407.267857142855,7
76789,753717.3541666666,12
76791,78432.91666666667,3
76792,1939893.5104166667,12
76795,1245847.4685633334,12
76796,118763.2265625,12
76797,209693.52083333334,12
76799,7733211.71875,12
76803,,0
76804,5706906.9375,12
76807,18790.9375,4
76816,76395.125,12
76818,1048726.6875,12
76820,444649.375,12
76830,59547.28125,12
76832,,0
76837,614890.0520833334,12
76838,345528.03125,12
76839,140971.55208333334,12
76841,5996261.59187,12
76842,174643.93442200002,10
76843,48956.84375,2
76845,6691869.588541667,12
76846,557352.85,5
76856,60290.625,3
76860,183826.11746333333,6
76863,228423.5625,12
76868,124399.625,12
76869,,0
76877,184671.84375,2
76879,141009.375,1
76880,435904.8802083333,12
76887,1759595.2447916667,12
76888,,0
76889,2479510.90625,12
76892,877878.2135416666,12
76898,,0
76900,43749.70286333333,12
76904,26298.174479166668,12
76908,21827.053125,10
76910,306908.7755681818,11
76916,,0
76927,,0
76931,201235.53125,8
76932,3617812.7473958335,12
76934,68828.20833333333,6
76945,45042.696875,10
76947,31165.125,1
76948,228388.3,10
76950,,0
76951,229387.4090909091,11
76955,,0
76958,276421.552375,10
76959,35586.6,5
76960,90419.80208333333,12
76961,183208.72916666666,12
76966,7359.0,1
76975,556798.5,12
76977,756364.0972222222,9
76978,,0
76979,2785396.171875,12
76980,45435.14772727273,11
76988,10971.375,1
76990,33198.0,1
76995,9194.225,5
76998,,0
76999,357113.1875,12
77004,61896.0,2
77006,88474.42708333333,12
77007,1019149.6145833334,12
77010,353457.1233891666,12
77011,71684.13125,10
77012,98123.66666666667,12
77015,1182631.8671875,8
77018,328798.6979166667,12
77021,116753.5,1
77025,125667.48958333333,6
77026,194155.23958333334,6
77029,79566.6875,12
77032,272360.6145833333,9
77037,86139.1328125,12
77038,,0
77039,604094.6354166666,3
77040,65279.375,4
77042,388057.8697916667,12
77043,450878.7708333333,12
77045,591238.0,1
77052,100260.56818181818,11
77053,802020.3541666666,12
77056,276291.5234375,8
77057,239836.61458333334,12
77058,224809.41964285713,7
77059,98545.79166666667,12
77063,1318976.7275099999,12
77065,92964.375,10
77066,288957.96875,12
77067,195769.33333333334,12
77069,156717.140625,12
77071,148643.59375,12
77073,120616.65625,12
77074,75971.01136363637,11
77077,416871.7272727273,11
77078,5989064.072916667,12
77080,529527.21875,6
77081,964446.5520833334,12
77082,45659.140625,4
77086,120447.0,2
77087,73076.55208333333,12
77090,51256.0625,12
77097,49516.645833333336,6
77099,116189.38541666667,12
77101,36308.6796875,12
77103,2763438.9947916665,12
77106,187854.27604166666,12
77114,98816.88888888889,9
77116,332160.46875,12
77117,260376.68229166666,12
77120,679623.203125,12
77124,110061.08479166667,12
77125,54586.5625,12
77126,320925.3125,12
77129,2443516.8229166665,12
77131,473123.8020833333,12
77132,120583.125,12
77133,146152.78125,12
77134,89500.4375,12
77135,77563.79166666667,12
77136,64132.723958333336,12
77143,11119.919642857143,7
77145,57568.875,12
77147,51684.333333333336,12
77149,344665.5989583333,12
77150,1419420.2916666667,12
77152,473574.171875,12
77153,255782.04166666666,12
77154,273417.375,12
77155,155283.5625,11
77157,1783222.8409090908,11
77158,415276.015625,12
77159,50720.458333333336,9
77163,1821699.4348958333,12
77169,394452.3625,10
77171,164680.0,1
77173,12019284.932291666,12
77175,767558.0755208334,12
77178,64926405.07095834,12
77179,903420.0,2
77180,316793.0911458333,12
77181,373667.1041666667,12
77182,516754.9635416667,12
77184,41101.135416666664,6
77186,50645.546875,2
77191,1032834.4322916666,12
77200,16666.5,1
77202,,0
77204,703458.4140625,12
77205,425904.6510416667,12
77210,231771.88541666666,12
77219,6532.0,3
77222,,0
77230,158007.3125,4
77235,155331.25,1
77236,21137.692708333332,12
77237,54987.791666666664,9
77239,163320.91145833334,12
77240,67580.625,6
77247,74351.625,3
77248,38357.71875,2
77254,97583.75,12
77255,685232.78125,12
77256,86548.40625,12
77257,288921.3958333333,12
77261,132079.4375,7
77263,139106.85625,10
77264,676606.59375,12
77265,305533.4583333333,6
77266,147182.84027777778,9
77268,130105.70625,10
77269,,0
77271,140849.95833333334,3
77274,3467557.9375,12
77276,,0
77278,,0
77279,103145.69791666667,12
77281,1219581.5911458333,12
77282,47898.533854166664,12
77284,36618960.833333336,12
77289,329435.0260416667,12
77291,320902.09375,12
77292,3248903.42218,12
77294,319432.328125,12
77297,,0
77300,984486.171875,12
77302,203549.0625,12
77309,106979.90625,12
77310,518042.4166666667,12
77311,54316.275,10
77313,254276.02083333334,12
77315,140179.078125,12
77316,365480.26229166664,12
77318,414327.3958333333,12
77323,,0
77324,,0
77325,892256.125,10
77326,67534.3125,2
77327,38840.770833333336,3
77334,31097.5,3
77338,962478.390625,12
77339,809308.4873466667,12
77340,41883.036458333336,6
77347,321949.2109375,8
77354,1051904.4791666667,12
77356,321294.3020833333,12
77357,2738945.0364583335,12
77362,90958.8125,6
77366,1188532.3333333333,12
77368,,0
77369,81750.0,12
77371,249726.984375,12
77376,,0
77377,77079.65104166667,12
77378,207507.03125,12
77379,214950.15104166666,12
77387,124333.1,5
77389,389034.8489583333,12
77392,531146.84375,12
77393,91823.34375,12
77398,,0
77401,,0
77403,100919.58106833334,12
77405,252286.70833333334,12
77413,340182.546875,10
77415,258170.29166666666,12
77418,122734995.99333334,12
77420,226752.72395833334,12
77421,1745372.0833333333,12
77425,60545.611979166664,12
77426,2020756.96875,12
77427,94651.28645833333,12
77428,147105.77864583334,12
77433,74972.05729166667,12
77434,105153.875,7
77435,102150.3046875,12
77437,144294.16875,5
77438,122377.59615333333,12
77440,52163.296875,8
77442,120357.95833333333,3
77446,32579.496527777777,9
77447,193070.38541666666,12
77448,344137.7578125,12
77450,125598.47222222222,9
77451,934635.28125,12
77453,898842.71875,12
77454,401126.25,12
77458,83876.60416666667,12
77460,1120348.875,12
77461,1703046.1510416667,12
77462,6970884.682291667,12
77463,,0
77464,953581.7013888889,9
77466,274399.0,12
77467,148865.29166666666,12
77468,91759.359375,12
77469,418340.5729166667,12
77470,232704.08333333334,12
77472,1968585.0989583333,12
77475,35598.729166666664,12
77478,237611.59895833334,12
77481,11962609.255208334,12
77483,1108599.44921875,8
77486,130883.55208333333,12
77488,27322.03125,12
77489,35399.0625,10
77490,317174.6614583333,12
77495,30867.34375,10
77496,1291184.4375,12
77501,312719.7447916667,12
77502,205532.84375,12
77504,232776.97395833334,12
77505,176556.1875,2
77507,34818.390625,12
77509,56419.5,1
77512,789660.953125,12
77515,1704206.8177083333,12
77516,1054377.5703125,12
77517,77682.75568181818,11
77519,661385.7395833334,12
77520,690738.3645833334,12
77521,94789.63541666667,12
77526,132948.92708333334,12
77528,514476.94483833335,12
77530,469150.054364,10
77542,1599365.9635416667,12
77546,19907505.807291668,12
77548,783197.4739583334,12
77549,294679.7239583333,12
77552,34239.583333333336,12
77553,34505.390625,12
77555,188770.4609375,8
77569,,0
77572,985706.109375,12
77573,199282.68229166666,12
77575,868250.3541666666,12
77576,172665.95834416666,12
77579,2639326.7760416665,12
77581,47058.583333333336,9
77582,690296.203125,12
77584,303179.0052083333,12
77585,41516.294270833336,12
77587,104576.62109375,8
77588,,0
77589,58467.447916666664,12
77590,56987.53125,12
77591,94578.6875,12
77592,105478.69270833333,12
77595,263863.0104166667,12
77596,321349.484375,12
77599,128951.61458333333,6
77602,,0
77603,955972.125,2
77604,6551675.203456666,12
77605,7798208.151041667,12
77606,16978851.994791668,12
77607,171314.46354166666,12
77608,298269.109375,12
77609,242921.578125,12
77610,288916.78125,12
77617,201635.25,1
77619,,0
77624,275662.9772727273,11
77625,,0
77627,43363.515625,12
77628,298615.7135416667,12
77629,40362.669270833336,12
77630,59741.5,1
77633,404593.7291666667,12
77636,262378.2916666667,12
77637,158411.94270833334,12
77638,209504.47916666666,12
77639,72384.58333333333,12
77642,151733.79166666666,12
77643,568652.328125,12
77644,,0
77646,188880.43125,10
77647,102766.32386363637,11
77649,757979.9166666666,12
77653,93869.35416666667,12
77657,,0
77659,5460773.668714167,12
77660,249619.1875,11
77661,1017888.6875,12
77662,459694.2083333333,12
77663,105168.125,3
77667,784307.2096883333,12
77668,1663235.640625,12
77669,140136.16927083334,12
77671,49812.9875,5
77673,23373.708333333332,3
77675,95274.67708333333,12
77678,67804.84722222222,9
77679,146518.83333333334,12
77683,,0
77685,36766.66397583333,12
77687,,0
77688,146908.125,4
77689,122307.5,10
77691,121463.49479166667,12
77692,87109.171875,12
77693,50689.255208333336,12
77694,168057.078125,12
77699,709583.6705108333,12
77701,85545.69010416667,12
77702,7202617.01642,12
77708,2176758.3958333335,12
77710,75381.70322583333,12
77713,118307.6875,12
77719,638844.65,5
77722,577938.4791666666,12
77729,,0
77730,1341318.9583333333,12
77733,94239.53977272728,11
77735,973820.1041666666,3
77756,12993.727272727272,11
77757,28838.300418181814,11
77758,45846.520833333336,12
77763,626155.5572916666,12
77764,171592.63541666666,12
77767,187821.0390625,8
77768,6311553.75,12
77769,385456.0208333333,12
77773,131280.75,1
77774,66848.25,1
77775,306379.8438458333,12
77776,97424.796875,12
77778,39422.15625,12
77780,148620.8125,12
77783,364050.2395833333,12
77785,103534.08854166667,12
77787,379074.6979166667,12
77789,,0
77791,156877.265625,2
77798,45592.052083333336,12
77803,689973.75,12
77804,50768.7,5
77805,314194.15625,2
77806,368763.6770833333,12
77807,547277.90625,12
77808,170625.14583333334,12
77809,91447.29166666667,12
77815,18528939.296875,12
77816,106712.55729166667,12
77817,71622.97395833333,12
77818,333993.5989583333,12
77819,62242.25,1
77820,26165.640625,12
77822,50978.005681818184,11
77823,2679526.5208333335,12
77827,199462.5,12
77828,22385.6875,12
77830,23337.8125,2
77835,59287.619791666664,12
77837,304262.94375,10
77838,55654.1640625,8
77839,,0
77842,22879.88664,5
77843,,0
77845,97936.2625,5
77854,207872.9375,2
77855,836425.8020833334,12
77857,126373.375,8
77860,80669.33333333333,12
77862,63935.15625,2
77865,,0
77868,51062.5,1
77872,66076.0625,4
77875,1298808.9375,12
77876,153906.09895833334,12
77878,160340.83035714287,7
77880,430248.015625,12
77881,252225.08854166666,12
77887,52413.614583333336,12
77889,66089.0859375,12
77893,97322.86805555556,9
77895,60855.838541666664,12
77897,364505.1744791667,12
77898,43158.677083333336,12
77902,986498.65625,12
77905,152798.609375,12
77907,121761.953125,12
77908,386141.015625,12
77909,163461.02083333334,12
77910,127807.18229166667,12
77916,19394.986979166668,12
77917,586207.4895833334,12
77918,663229.8072916666,12
77919,449046.49305555556,9
77920,246696.5625,12
77925,252910.19270833334,12
77926,968278.4583333334,12
77928,265758.5416666667,12
77929,25328.53125,12
77931,727412.47388625,8
77964,382336.6354166667,12
77967,355514.0208333333,12
77971,1827733.4479166667,12
77973,39853.338068181816,11
77976,3224122.0113636362,11
77979,145327.35,5
77984,41886.296875,12
77989,372940.3463541667,12
77992,82842.640625,8
77993,302514.6796875,12
77995,293320.8333333333,9
77997,107844.296875,12
77998,246201.65625,12
77999,63089.96875,12
78001,2349767.9010416665,12
78002,82771.25,1
78003,,0
78008,355046.2708333333,3
78009,341889.97183833335,12
78011,50914.9375,12
78012,74438.69791666667,12
78014,254676.46875,12
78015,882857.3072916666,12
78022,20617.8125,1
78029,,0
78031,43680.901041666664,12
78032,390757.90178571426,7
78033,899643.2447916666,12
78034,1694072.1119791667,12
78037,86925.721875,12
78038,2135135.7708333335,12
78040,139495.84375,12
78041,,0
78042,31988.0,1
78043,86027.7109375,8
78044,586474.5052083334,12
78045,3463355.90625,12
78049,229322.78645833334,12
78050,123365.15625,3
78054,124937.93229166667,12
78056,242402.421875,12
78057,102650.16666666667,12
78059,196524.69791666666,12
78060,111899.34375,12
78061,132141.41666666666,12
78062,156864.796875,10
78065,116291.86458333333,12
78066,,0
78068,156663.61458333334,12
78071,95607.5625,1
78073,316838.578125,12
78075,91523.2875,5
78077,420900.725,5
78081,760226.9010416666,12
78082,37407.4375,7
78083,7106351.400186666,12
78084,54352.604166666664,12
78086,148248.78645833334,12
78088,363495.3125,12
78089,583018.96875,12
78091,,0
78093,63874.135416666664,12
78094,35127.828125,12
78102,524611.2864583334,12
78103,40207.15625,10
78106,216284.60416666666,12
78107,62700.104166666664,12
78109,91418.125,12
78110,210917.005,12
78112,133717.19270833334,12
78113,,0
78117,153311.125,1
78120,375357.1041666667,9
